angle_90,r,area_ellipse,area_contour,scale,eccentricity,norm_r,norm_area_ellipse,norm_area_contour,norm_scale,label
0.48,103.091,14349.009,8871.5,0.099,0.808,0.591485048,0.401357567,0.36272734,0.366071429,t
0.452,102.118,14476.102,8874.5,0.099,0.789,0.583126444,0.405425863,0.362876213,0.366071429,t
0.474,103.041,14426.197,8892.5,0.099,0.806,0.591055521,0.403828384,0.363769446,0.366071429,t
0.487,104.917,15088.491,8929,0.099,0.787,0.60717139,0.42502867,0.365580726,0.366071429,t
0.49,102.646,14481.764,8803.5,0.098,0.804,0.587662254,0.405607105,0.359352902,0.361607143,t
0.477,103.654,14427.393,8771,0.097,0.804,0.596321527,0.403866669,0.357740119,0.357142857,t
0.452,103.115,14713.105,8692.5,0.097,0.781,0.591691221,0.41301242,0.353844627,0.357142857,t
0.461,100.985,14513.176,8635,0.096,0.777,0.573393353,0.406612616,0.350991241,0.352678571,t
0.433,98.285,13901.383,8600,0.096,0.776,0.550198871,0.387028886,0.349254398,0.352678571,t
0.44,94.926,13949.505,8553,0.095,0.773,0.521343218,0.38856929,0.346922065,0.348214286,t
0.414,96.821,13729.775,8491,0.094,0.777,0.537622308,0.381535648,0.343845371,0.34375,t
0.441,98.724,13519.218,8385,0.093,0.786,0.553970122,0.374795638,0.338585217,0.339285714,t
0.464,96.514,13524.017,8342,0.093,0.779,0.534985009,0.374949256,0.336451381,0.339285714,t
0.475,98.819,14019.506,8473.5,0.094,0.778,0.554786224,0.390810049,0.34297695,0.34375,t
0.519,99.305,14288.238,8528.5,0.095,0.786,0.558961231,0.399412264,0.345706275,0.348214286,t
0.527,102.168,14115.81,8552.5,0.095,0.821,0.583555972,0.393892777,0.346897253,0.348214286,t
0.552,102.201,14268.13,8789.5,0.098,0.818,0.58383946,0.398768599,0.358658164,0.361607143,t
0.494,103.862,14588.624,8819.5,0.098,0.801,0.598108361,0.409027735,0.360146887,0.361607143,t
0.508,103.585,14074.44,8889.5,0.099,0.823,0.595728779,0.392568508,0.363620574,0.366071429,t
0.495,101.835,14075.62,8866,0.099,0.82,0.580695319,0.39260628,0.362454408,0.366071429,t
0.477,101.862,14064.461,8827.5,0.098,0.819,0.580927264,0.392249076,0.36054388,0.361607143,t
0.482,100.06,14763.24,8747,0.097,0.781,0.565447095,0.41461726,0.35654914,0.357142857,t
0.435,99.79,14279.807,8724.5,0.097,0.774,0.563127647,0.399142384,0.355432598,0.357142857,t
0.413,97.772,14299.609,8634.5,0.096,0.768,0.54579192,0.399776254,0.350966429,0.352678571,t
0.422,97.842,14034.543,8534.5,0.095,0.776,0.546393258,0.391291389,0.34600402,0.348214286,t
0.403,95.998,13487.219,8419.5,0.094,0.784,0.530552286,0.373771337,0.340297248,0.34375,t
0.429,95.626,13444.729,8398.5,0.093,0.802,0.527356602,0.372411216,0.339255142,0.339285714,t
0.426,98.113,13994.514,8445,0.094,0.767,0.548721297,0.390010045,0.341562663,0.34375,t
0.438,104.616,14510.325,9325.5,0.104,0.812,0.604585635,0.406521354,0.385256681,0.388392857,t
0.441,103.82,15139.18,9351.5,0.104,0.788,0.597747558,0.426651244,0.386546907,0.388392857,t
0.43,103.886,14926.089,9291.5,0.103,0.796,0.598314534,0.41983012,0.383569461,0.383928571,t
0.4,106.959,15379.883,9221,0.102,0.791,0.62471329,0.43435624,0.380070962,0.379464286,t
0.408,105.328,14953.727,9230,0.103,0.808,0.610702106,0.420714823,0.380517579,0.383928571,t
0.422,105.071,14514.503,9233,0.103,0.828,0.608494335,0.406655093,0.380666452,0.383928571,t
0.463,105.766,14736.72,9236,0.103,0.802,0.614464766,0.413768345,0.380815324,0.383928571,t
0.462,104.233,14772.212,9154.5,0.102,0.81,0.601295455,0.414904458,0.37677096,0.379464286,t
0.457,106.457,14586.351,9172.5,0.102,0.827,0.620400835,0.408954976,0.377664194,0.379464286,t
0.431,106.829,15320.276,9231.5,0.103,0.806,0.623596519,0.432448197,0.380592015,0.383928571,t
0.431,109.079,15071.78,9177.5,0.102,0.813,0.642925254,0.424493745,0.377912314,0.379464286,t
0.47,107.771,14602.254,9161.5,0.102,0.826,0.631688816,0.409464037,0.377118329,0.379464286,t
0.499,108.129,14611.419,9132.5,0.101,0.816,0.634764232,0.409757412,0.37567923,0.375,t
0.503,105.333,14854.797,9178,0.102,0.79,0.610745058,0.417548035,0.377937126,0.379464286,t
0.491,107.407,15007.932,9210.5,0.102,0.799,0.628561856,0.422449946,0.379549909,0.379464286,t
0.501,108.167,15349.631,9295.5,0.103,0.805,0.635090673,0.433387862,0.383767958,0.383928571,t
0.508,108.287,15438.674,9388,0.104,0.808,0.636121539,0.436238163,0.388358187,0.388392857,t
0.531,105.302,15362.357,9323.5,0.104,0.809,0.610478751,0.433795226,0.385157432,0.388392857,t
0.521,106.145,15143.371,9347.5,0.104,0.806,0.617720584,0.4267854,0.386348411,0.388392857,t
0.501,102.462,15323.697,9290,0.103,0.791,0.586081593,0.432557705,0.383495025,0.383928571,t
0.524,104.642,14859.121,9181,0.102,0.816,0.604808989,0.417686448,0.378085999,0.379464286,t
0.542,105.625,15019.869,9202.5,0.102,0.807,0.613253499,0.422832053,0.379152917,0.379464286,t
0.527,106.368,14419.733,9072,0.101,0.832,0.619636276,0.403621469,0.372676972,0.375,t
0.528,105.644,14821.967,9063,0.101,0.82,0.613416719,0.416497134,0.372230355,0.375,t
0.542,102.96,14713.81,9049.5,0.101,0.811,0.590359686,0.413034987,0.37156043,0.375,t
0.543,102.499,15015.482,9024,0.1,0.769,0.586399443,0.422691624,0.370295015,0.370535714,t
0.521,103.534,15001.346,8970,0.1,0.768,0.595290661,0.422239125,0.367615314,0.370535714,t
0.511,105.115,14689.763,9129,0.101,0.791,0.608872319,0.412265233,0.375505545,0.375,t
0.484,104.65,15163.219,9108.5,0.101,0.773,0.604877714,0.427420742,0.374488251,0.375,t
0.479,105.731,14750.582,9046.5,0.101,0.806,0.614164097,0.414212073,0.371411557,0.375,t
0.487,105.045,14685.315,9112,0.101,0.809,0.60827098,0.412122851,0.374661936,0.375,t
0.497,105.54,14772.996,9015,0.1,0.801,0.612523302,0.414929554,0.369848398,0.370535714,t
0.482,103.918,14239.717,8948.5,0.099,0.818,0.598589432,0.397859088,0.366548396,0.366071429,t
0.473,101.954,14232.661,9005,0.1,0.79,0.581717594,0.397633223,0.369352157,0.370535714,t
0.477,103.89,14578.282,9006.5,0.1,0.784,0.598348897,0.408696684,0.369426594,0.370535714,t
0.444,99.926,15028.587,8859.5,0.098,0.751,0.564295962,0.42311112,0.362131851,0.361607143,t
0.423,100.58,15068.616,8856.5,0.098,0.76,0.56991418,0.424392464,0.361982979,0.361607143,t
0.451,99.909,14477.336,8874.5,0.099,0.77,0.564149922,0.405465363,0.362876213,0.366071429,t
0.456,99.243,14898.272,8937.5,0.099,0.775,0.558428617,0.418939687,0.366002531,0.366071429,t
0.484,100.467,14513.819,8985,0.1,0.79,0.568943448,0.406633198,0.368359675,0.370535714,t
0.508,102.337,13989.015,8934,0.099,0.807,0.585007774,0.38983402,0.365828846,0.366071429,t
0.466,100.865,14501.074,9040.5,0.1,0.79,0.572362487,0.406225226,0.371113813,0.370535714,t
0.426,100.143,14149.896,9069,0.101,0.804,0.566160111,0.394983883,0.3725281,0.375,t
0.43,98.864,14564.333,9086.5,0.101,0.789,0.555172799,0.408250171,0.373396521,0.375,t
0.445,102.38,14853.675,9196,0.102,0.781,0.585377168,0.41751212,0.37883036,0.379464286,t
0.47,103.198,14400.192,9167.5,0.102,0.815,0.592404237,0.402995954,0.377416073,0.379464286,t
0.473,102.364,14951.063,9199,0.102,0.8,0.585239719,0.420629547,0.378979232,0.379464286,t
0.462,102.419,14274.299,9061.5,0.101,0.796,0.585712199,0.398966071,0.372155919,0.375,t
0.503,98.274,14245.605,9025.5,0.1,0.799,0.550104375,0.398047565,0.370369451,0.370535714,t
0.502,98.923,14823.894,9024.5,0.1,0.775,0.555679641,0.416558818,0.370319827,0.370535714,t
0.49,99.548,14324.543,9160.5,0.102,0.789,0.561048734,0.400574401,0.377068705,0.379464286,t
0.512,100.05,14254.654,9269.5,0.103,0.799,0.56536119,0.398337227,0.382477731,0.383928571,t
0.494,99.079,14100.644,9182.5,0.102,0.802,0.557019767,0.393407308,0.378160435,0.379464286,t
0.46,95.74,13824.913,8908,0.099,0.779,0.528335925,0.384581052,0.36453862,0.366071429,t
0.409,94.606,14420.15,8908.5,0.099,0.74,0.518594243,0.403634818,0.364563432,0.366071429,t
0.448,91.821,14377.09,8886.5,0.099,0.75,0.494669565,0.40225645,0.363471702,0.366071429,t
0.461,95.521,14518.409,8813,0.098,0.759,0.526454595,0.406780126,0.359824331,0.361607143,t
0.494,92.352,14811.334,8797.5,0.098,0.731,0.499231146,0.416156768,0.359055157,0.361607143,t
0.47,92.488,14367.677,8739.5,0.097,0.75,0.500399461,0.401955137,0.35617696,0.357142857,t
0.454,95.783,14959.374,8755,0.097,0.736,0.528705318,0.420895585,0.356946133,0.357142857,t
0.47,95.352,14252.457,8765.5,0.097,0.764,0.525002792,0.3982669,0.357467186,0.357142857,t
0.471,97.536,13780.564,8642,0.096,0.802,0.54376455,0.383161424,0.35133861,0.352678571,t
0.482,100.021,14035.979,8786.5,0.098,0.814,0.565112064,0.391337356,0.358509292,0.361607143,t
0.451,99.596,14809.389,8706,0.097,0.746,0.561461081,0.416094508,0.354514552,0.357142857,t
0.479,99.699,14134.994,8708,0.097,0.771,0.562345907,0.394506864,0.3546138,0.357142857,t
0.451,97.932,14445.72,8773.5,0.097,0.769,0.547166408,0.404453323,0.357864179,0.357142857,t
0.5,98.261,14812.322,8742,0.097,0.777,0.549992698,0.416188394,0.35630102,0.357142857,t
0.496,101.954,14422.804,8671,0.096,0.8,0.581717594,0.403719773,0.352777709,0.352678571,t
0.449,100.775,14820.759,8603,0.096,0.761,0.571589337,0.416458466,0.34940327,0.352678571,t
0.461,103.313,14423.512,8877,0.099,0.804,0.59339215,0.403742437,0.363000273,0.366071429,t
0.459,104.141,14456.059,8855.5,0.098,0.808,0.600505124,0.404784278,0.361933355,0.361607143,t
0.445,103.785,14684.863,8868,0.099,0.802,0.597446889,0.412108383,0.362553656,0.366071429,t
0.453,102.014,13962.386,8864.5,0.098,0.836,0.582233027,0.388981616,0.362379972,0.361607143,t
0.465,102.734,14190.676,8841.5,0.098,0.829,0.588418222,0.396289267,0.361238617,0.361607143,t
0.464,102.84,14028.423,8775,0.098,0.825,0.58932882,0.391095486,0.357938615,0.361607143,t
0.458,101.708,14332.531,8749.5,0.097,0.808,0.579604319,0.4008301,0.356673201,0.357142857,t
0.469,102.778,13969.587,8775.5,0.098,0.826,0.588796206,0.389212123,0.357963427,0.361607143,t
0.455,103.229,13749.661,8821.5,0.098,0.84,0.592670544,0.382172207,0.360246136,0.361607143,t
0.438,102.901,13927.126,8824,0.098,0.82,0.589852844,0.38785293,0.360370196,0.361607143,t
0.453,101.965,13860.284,8922,0.099,0.831,0.58181209,0.385713292,0.365233357,0.366071429,t
0.44,103.72,14124.981,8842,0.098,0.828,0.596888503,0.394186344,0.36126343,0.361607143,t
0.446,103.285,13184.139,8854.5,0.098,0.858,0.593151615,0.36406963,0.361883731,0.361607143,t
0.455,104.378,13839.091,8906,0.099,0.841,0.602541084,0.385034895,0.364439372,0.366071429,t
0.455,104.041,13625.274,8727.5,0.097,0.849,0.599646069,0.378190531,0.35558147,0.357142857,t
0.449,103.853,13724.61,8751,0.097,0.844,0.598031046,0.381370315,0.356747637,0.357142857,t
0.462,105.395,13848.692,8777.5,0.098,0.854,0.611277672,0.385342227,0.358062675,0.361607143,t
0.462,105.133,13801.397,8936.5,0.099,0.851,0.609026949,0.383828296,0.365952907,0.366071429,t
0.462,104.878,13722.914,9098,0.101,0.853,0.606836359,0.381316025,0.373967198,0.375,t
0.461,104.011,13966.654,9123,0.101,0.847,0.599388353,0.389118236,0.375207801,0.375,t
0.465,103.596,13607.241,9030.5,0.1,0.859,0.595823275,0.377613288,0.370617572,0.370535714,t
0.448,105.003,13933.032,8828.5,0.098,0.847,0.607910177,0.388041983,0.360593504,0.361607143,t
0.445,106.691,14163.988,8882.5,0.099,0.844,0.622411023,0.395434973,0.363273205,0.366071429,t
0.48,104.242,14050.21,8894.5,0.099,0.839,0.60137277,0.391792896,0.363868695,0.366071429,t
0.48,103.106,15282.007,8937,0.099,0.776,0.591613906,0.431223192,0.365977719,0.366071429,t
0.483,100.408,15038.915,8923.5,0.099,0.747,0.568436606,0.423441723,0.365307793,0.366071429,t
0.479,102.055,15188.232,8979.5,0.1,0.753,0.58258524,0.428221418,0.368086743,0.370535714,t
0.51,101.76,14625.212,9022,0.1,0.78,0.580051028,0.410198931,0.370195767,0.370535714,t
0.501,103.749,14900.894,9051,0.101,0.778,0.597137629,0.419023618,0.371634866,0.375,t
0.512,102.531,14965.508,9072,0.101,0.801,0.586674341,0.421091937,0.372676972,0.375,t
0.122,55.782,4537.462,3599,0.04,0.79,0.185074781,0.087286173,0.101084287,0.102678571,u
0.147,56.171,4791.545,3631,0.04,0.786,0.188416504,0.095419468,0.102672258,0.102678571,u
0.222,54.502,4705.761,3604,0.04,0.769,0.174078878,0.092673489,0.101332407,0.102678571,u
0.222,56.349,4703,3614.5,0.04,0.741,0.189945622,0.092585108,0.10185346,0.102678571,u
0.204,55.172,4764.695,3598,0.04,0.777,0.179834546,0.094559989,0.101034662,0.102678571,u
0.288,56.209,4517.106,3612,0.04,0.753,0.188742945,0.08663457,0.1017294,0.102678571,u
0.213,55.94,4522.799,3585,0.04,0.772,0.186432087,0.086816805,0.100389549,0.102678571,u
0.186,56.248,4566.136,3597,0.04,0.822,0.189077976,0.088204039,0.100985038,0.102678571,u
0.142,54.001,5170.34,3666,0.041,0.781,0.169775014,0.107544841,0.104409101,0.107142857,u
0.189,57.574,5109.991,3672,0.041,0.762,0.200469044,0.105613047,0.104706846,0.107142857,u
0.428,58.891,4634.711,3607.5,0.04,0.738,0.211782797,0.090399151,0.101506091,0.102678571,u
0.223,56.769,4910.801,3694,0.041,0.726,0.193553652,0.099236898,0.105798576,0.107142857,u
0.202,56.668,5254.741,3707.5,0.041,0.77,0.192686007,0.11024655,0.106468501,0.107142857,u
0.275,56.549,5374.355,3602,0.04,0.741,0.191663732,0.11407544,0.101233159,0.102678571,u
0.174,55.723,5565.819,3667,0.041,0.818,0.184567938,0.120204276,0.104458725,0.107142857,u
0.164,55.709,5331.446,3634,0.04,0.741,0.184447671,0.112701906,0.10282113,0.102678571,u
0.159,54.091,5278.109,3650.5,0.041,0.741,0.170548163,0.110994568,0.103639928,0.107142857,u
0.202,56.697,5160.351,3641.5,0.04,0.746,0.192935133,0.10722509,0.103193311,0.102678571,u
0.175,55.866,5288.263,3617,0.04,0.734,0.185796387,0.111319602,0.10197752,0.102678571,u
0.124,54.832,5446.325,3670,0.041,0.802,0.176913759,0.116379227,0.104607597,0.107142857,u
0.113,55.034,4808.983,3624,0.04,0.744,0.17864905,0.095977665,0.102324889,0.102678571,u
0.103,55.128,5225.207,3675,0.041,0.765,0.179456562,0.109301155,0.104855718,0.107142857,u
0.118,55.124,4955.014,3672,0.041,0.749,0.1794222,0.100652173,0.104706846,0.107142857,u
0.182,55.623,5160.083,3701,0.041,0.723,0.183708883,0.107216511,0.106145944,0.107142857,u
0.084,53.418,4944.013,3672,0.041,0.782,0.164766724,0.100300027,0.104706846,0.107142857,u
0.073,52.859,4944.152,3608.5,0.04,0.771,0.159964607,0.100304476,0.101555715,0.102678571,u
0.104,53.783,4763.947,3515.5,0.039,0.718,0.167902274,0.094536045,0.096940674,0.098214286,u
0.108,53.071,4849.409,3514.5,0.039,0.702,0.161785803,0.097271717,0.09689105,0.098214286,u
0.137,54.554,4722.179,3634.5,0.04,0.761,0.174525587,0.093199035,0.102845942,0.102678571,u
0.14,55.857,4640.992,3491,0.039,0.66,0.185719072,0.090600208,0.095724884,0.098214286,u
0.122,55.471,4694.029,3589,0.04,0.785,0.18240312,0.092297943,0.100588046,0.102678571,u
0.066,55.081,4323.679,3440,0.038,0.787,0.179052806,0.080442897,0.093194055,0.09375,u
0.125,54.711,4335.671,3446,0.038,0.794,0.175874303,0.080826765,0.0934918,0.09375,u
0.128,54.138,4504.169,3451.5,0.038,0.797,0.170951919,0.086220451,0.093764732,0.09375,u
0.115,53.533,4700.561,3470.5,0.039,0.797,0.165754637,0.092507035,0.09470759,0.098214286,u
0.116,54.376,4447.442,3366,0.037,0.72,0.172996469,0.084404598,0.089521872,0.089285714,u
0.092,53.557,4667.725,3463.5,0.038,0.762,0.16596081,0.091455942,0.094360221,0.09375,u
0.111,52.783,4669.756,3490,0.039,0.761,0.159311725,0.091520955,0.09567526,0.098214286,u
0.118,52.248,4516.185,3469.5,0.039,0.788,0.154715782,0.086605088,0.094657966,0.098214286,u
0.131,54.301,4586.056,3514.5,0.039,0.777,0.172352178,0.088841686,0.09689105,0.098214286,u
0.152,53.551,4774.157,3541,0.039,0.775,0.165909267,0.094862871,0.098206089,0.098214286,u
0.144,52.523,4638.215,3494,0.039,0.784,0.157078183,0.090511315,0.095873756,0.098214286,u
0.195,53.871,4645.534,3493.5,0.039,0.753,0.168658242,0.090745599,0.095848944,0.098214286,u
0.141,51.821,4643.726,3471.5,0.039,0.791,0.151047617,0.090687725,0.094757214,0.098214286,u
0.106,54.088,4674.908,3482.5,0.039,0.735,0.170522391,0.091685872,0.095303079,0.098214286,u
0.158,55.441,4492.92,3488,0.039,0.745,0.182145404,0.085860366,0.095576012,0.098214286,u
0.061,53.117,4659.411,3510,0.039,0.789,0.162180968,0.091189807,0.096667742,0.098214286,u
0.153,58.068,4680.061,3429.5,0.038,0.629,0.204712775,0.091850822,0.092673002,0.09375,u
0.038,56.497,4539.396,3407.5,0.038,0.697,0.191217023,0.087348081,0.091581272,0.09375,u
0.083,53.789,4645.189,3507.5,0.039,0.791,0.167953817,0.090734556,0.096543682,0.098214286,u
0.126,55.234,4480.694,3529,0.039,0.796,0.18036716,0.085469008,0.0976106,0.098214286,u
0.115,52.968,4456.067,3455,0.038,0.764,0.160900977,0.084680688,0.093938416,0.09375,u
0.124,54.111,4466.595,3454.5,0.038,0.77,0.170719974,0.085017693,0.093913604,0.09375,u
0.135,52.726,4323.286,3451,0.038,0.758,0.158822064,0.080430317,0.09373992,0.09375,u
0.141,53.831,4353.157,3421.5,0.038,0.749,0.16831462,0.081386499,0.092276009,0.09375,u
0.175,55.026,4236.573,3410,0.038,0.714,0.178580326,0.0776546,0.091705332,0.09375,u
0.085,54.443,4220.384,3403.5,0.038,0.77,0.173572036,0.077136384,0.091382775,0.09375,u
0.139,56.941,4399.914,3498,0.039,0.789,0.195031227,0.082883209,0.096072253,0.098214286,u
0.105,55.109,4332.434,3448,0.038,0.792,0.179293341,0.080723148,0.093591048,0.09375,u
0.094,55.739,4417.972,3520,0.039,0.816,0.184705387,0.083461252,0.097163983,0.098214286,u
0.098,55.37,4301.993,3501.5,0.039,0.81,0.181535475,0.07974872,0.096245937,0.098214286,u
0.096,55.035,4341.417,3543,0.039,0.773,0.178657641,0.081010697,0.098305337,0.098214286,u
0.031,44.689,2688.074,2196.5,0.024,0.622,0.089779824,0.028086552,0.03148649,0.03125,u
0.148,45.008,2715.024,2260,0.025,0.59,0.092520209,0.028949232,0.03463762,0.035714286,u
0.137,43.594,2803.495,2277.5,0.025,0.651,0.080373173,0.031781222,0.035506042,0.035714286,u
0.215,44.435,2790.823,2308,0.026,0.6,0.087597825,0.031375587,0.037019577,0.040178571,u
0.295,43.557,2715.735,2259.5,0.025,0.58,0.080055323,0.028971991,0.034612808,0.035714286,u
0.154,46.619,2899.443,2344,0.026,0.59,0.106359583,0.034852555,0.038806044,0.040178571,u
0.217,44.478,2827.436,2349,0.026,0.591,0.087967218,0.032547583,0.039054165,0.040178571,u
0.29,46.294,2829.256,2276.5,0.025,0.465,0.103567655,0.032605842,0.035456418,0.035714286,u
0.064,45.683,2747.803,2271.5,0.025,0.538,0.09831883,0.0299985,0.035208297,0.035714286,u
0.079,44.02,2835.05,2352,0.026,0.617,0.084032747,0.03279131,0.039203037,0.040178571,u
0.122,44.596,2879.899,2465,0.027,0.632,0.088980903,0.034226944,0.04481056,0.044642857,u
0.221,44.713,3030.334,2500.5,0.028,0.693,0.089985997,0.039042426,0.046572215,0.049107143,u
0.239,45.415,3010.937,2559.5,0.028,0.689,0.096016563,0.038421521,0.049500037,0.049107143,u
0.159,47.882,3252.707,2663.5,0.03,0.687,0.117209446,0.046160671,0.054660943,0.058035714,u
0.174,46.492,3101.036,2623.5,0.029,0.703,0.105268584,0.041305624,0.052675979,0.053571429,u
0.107,45.522,3133.995,2502.5,0.028,0.6,0.096935751,0.042360654,0.046671464,0.049107143,u
0.135,45.342,3088.847,2551,0.028,0.613,0.095389453,0.04091545,0.049078232,0.049107143,u
0.067,46.684,3416.557,2730.5,0.03,0.758,0.106917969,0.051405573,0.057985758,0.058035714,u
0.196,49.189,3620.177,3059,0.034,0.722,0.128437293,0.057923527,0.074287274,0.075892857,u
0.226,53.607,3999.149,3224,0.036,0.735,0.166390337,0.070054567,0.08247525,0.084821429,u
0.152,52.811,4336.353,3456,0.038,0.781,0.159552261,0.080848597,0.093988041,0.09375,u
0.084,53.143,3994.212,3310.5,0.037,0.767,0.162404323,0.069896532,0.086767734,0.089285714,u
0.148,52.779,4414.683,3530,0.039,0.799,0.159277363,0.08335597,0.097660224,0.098214286,u
0.198,53.188,4329.526,3558,0.04,0.768,0.162790897,0.080630062,0.099049699,0.102678571,u
0.199,53.748,4383.84,3616.5,0.04,0.739,0.167601605,0.082368674,0.101952708,0.102678571,u
0.096,54.743,4613.836,3640.5,0.04,0.735,0.176149201,0.089730934,0.103143687,0.102678571,u
0.139,58.332,4868.327,3980.5,0.044,0.77,0.20698068,0.097877289,0.12001588,0.120535714,u
0.214,56.555,4715.508,3888,0.043,0.752,0.191715275,0.092985494,0.115425651,0.116071429,u
0.16,57.241,4888.308,4033,0.045,0.798,0.197608391,0.098516888,0.122621145,0.125,u
0.072,58.5,4700.552,3810,0.042,0.791,0.208423892,0.092506747,0.111554971,0.111607143,u
0.095,56.44,4541.169,3774.5,0.042,0.777,0.190727362,0.087404836,0.109793316,0.111607143,u
0.175,53.11,4417.143,3492,0.039,0.79,0.162120835,0.083434716,0.095774508,0.098214286,u
0.164,54.563,4300.156,3502.5,0.039,0.777,0.174602902,0.079689917,0.096295561,0.098214286,u
0.126,49.287,3774.672,2975.5,0.033,0.768,0.129279167,0.062868972,0.070143662,0.071428571,u
0.129,50.222,3834.962,3138,0.035,0.785,0.13731133,0.064798878,0.078207578,0.080357143,u
0.185,47.316,3370.68,2820.5,0.031,0.671,0.112347196,0.049937032,0.062451927,0.0625,u
0.083,44.782,3295.883,2680,0.03,0.697,0.090578745,0.047542752,0.055479741,0.058035714,u
0.097,46.143,3248.704,2585.5,0.029,0.644,0.102270482,0.046032534,0.050790264,0.053571429,u
0.162,42.605,2911.181,2431,0.027,0.658,0.071877121,0.035228293,0.043123341,0.044642857,u
0.045,43.16,2753.756,2344,0.026,0.68,0.076644875,0.030189058,0.038806044,0.040178571,u
0.121,42.41,3025.796,2466,0.027,0.678,0.070201964,0.038897163,0.044860184,0.044642857,u
0.11,42.971,2774.9,2302,0.026,0.603,0.075021262,0.030865885,0.036721832,0.040178571,u
0.093,41.512,2794.929,2310.5,0.026,0.69,0.062487651,0.031507021,0.037143637,0.040178571,u
0.098,41.042,2692.418,2260.5,0.025,0.669,0.058450093,0.028225605,0.034662432,0.035714286,u
0.111,42.52,2758.334,2241,0.025,0.63,0.071146924,0.030335601,0.033694762,0.035714286,u
0.116,40.453,2668.374,2190,0.024,0.636,0.05339026,0.027455947,0.031163933,0.03125,u
0.024,39.636,2560.189,2096.5,0.023,0.622,0.046371782,0.023992904,0.02652408,0.026785714,u
0.022,39.428,2646.126,2158,0.024,0.647,0.044584948,0.02674378,0.029575962,0.03125,u
0.083,40.235,2478.249,2059,0.023,0.565,0.05151752,0.021369973,0.024663176,0.026785714,u
0.083,40.091,2502.543,2082,0.023,0.675,0.050280481,0.022147633,0.025804531,0.026785714,u
0.001,40.643,2577.846,2061.5,0.023,0.647,0.055022464,0.024558111,0.024787237,0.026785714,u
0.128,38.523,2379.634,2004.5,0.022,0.544,0.036810501,0.018213269,0.021958663,0.022321429,u
0.1,44.374,3130.709,2521.5,0.028,0.704,0.087073801,0.042255468,0.047614322,0.049107143,u
0.178,44.214,3135.361,2553,0.028,0.703,0.085699314,0.042404381,0.049177481,0.049107143,u
0.141,45.002,3237.201,2552.5,0.028,0.643,0.092468666,0.045664318,0.049152669,0.049107143,u
0.136,44.592,3230.963,2558,0.028,0.707,0.088946541,0.045464637,0.049425601,0.049107143,u
0.177,43.522,3159.616,2567.5,0.029,0.687,0.079754654,0.043180793,0.04989703,0.053571429,u
0.173,47.089,3359.303,2687,0.03,0.719,0.110397141,0.04957285,0.05582711,0.058035714,u
0.193,46.222,3405.628,2738.5,0.03,0.727,0.102949135,0.051055731,0.058382751,0.058035714,u
0.217,46.355,3391.33,2802,0.031,0.719,0.104091678,0.050598047,0.061533881,0.0625,u
0.162,49.39,3875.658,2945.5,0.033,0.732,0.130163994,0.066101572,0.068654939,0.071428571,u
0.186,51.902,4073.486,3180,0.035,0.78,0.151743452,0.072434123,0.08029179,0.080357143,u
0.202,53.506,4316.763,3296,0.037,0.752,0.165522692,0.080221513,0.086048185,0.089285714,u
0.188,53.57,4572.589,3430.5,0.038,0.777,0.166072487,0.088410602,0.092722626,0.09375,u
0.19,54.646,4437.766,3447,0.038,0.782,0.175315917,0.084094866,0.093541424,0.09375,u
0.179,52.13,4259.566,3302.5,0.037,0.777,0.153702097,0.078390615,0.086370742,0.089285714,u
0.124,49.569,4279.015,3194,0.035,0.77,0.131701702,0.079013185,0.080986527,0.080357143,u
0.158,45.887,3489.024,2785.5,0.031,0.682,0.100071302,0.053725269,0.060715083,0.0625,u
0.148,42.028,2932.58,2406.5,0.027,0.639,0.066920374,0.035913283,0.04190755,0.044642857,u
0.188,38.444,2523.628,2145.5,0.024,0.552,0.036131848,0.022822572,0.028955661,0.03125,u
0.036,39.611,2662.111,2184,0.024,0.657,0.046157018,0.027255466,0.030866189,0.03125,u
0.184,39.203,2540.556,2145.5,0.024,0.585,0.042652074,0.023364444,0.028955661,0.03125,u
0.207,43.265,2776.34,2306.5,0.026,0.706,0.077546883,0.03091198,0.036945141,0.040178571,u
0.107,45.224,3179.366,2484.5,0.028,0.658,0.094375768,0.043812998,0.04577823,0.049107143,u
0.145,45.416,3356.794,2699,0.03,0.718,0.096025153,0.049492536,0.056422599,0.058035714,u
0.135,49.608,3646.471,2862.5,0.032,0.725,0.132036733,0.058765208,0.064536139,0.066964286,u
0.164,48.372,3543.355,2881,0.032,0.728,0.121418815,0.055464426,0.065454185,0.066964286,u
0.119,50.357,3799.828,2967,0.033,0.735,0.138471054,0.063674225,0.069721857,0.071428571,u
0.144,50.137,3992.657,3065.5,0.034,0.753,0.136581133,0.069846755,0.074609831,0.075892857,u
0.163,51.052,4080.089,3139,0.035,0.763,0.144441485,0.072645487,0.078257202,0.080357143,u
0.132,51.683,4011.07,3103.5,0.034,0.764,0.149862122,0.070436163,0.076495546,0.075892857,u
0.157,51.143,3991.592,3099.5,0.034,0.741,0.145223225,0.069812664,0.07629705,0.075892857,u
0.15,51.723,3891.676,3065,0.034,0.737,0.150205744,0.066614315,0.074585018,0.075892857,u
0.159,51.439,3887.092,3063,0.034,0.738,0.147766028,0.066467579,0.07448577,0.075892857,u
0.132,51.606,3842.82,2964.5,0.033,0.748,0.149200649,0.065050415,0.069597797,0.071428571,u
