r,angle,eccentricity,cx,cy,norm_r,angle_90,act_r,scale,norm_act_r,label
239.5,2,0.919,31,77,0.132758358,2,83.326,0.348,0.372309658,3
240.979,2,0.915,31,77,0.148823619,2,83.841,0.348,0.378515823,3
242.257,3,0.917,32,77,0.162705568,3,84.285,0.348,0.383866381,3
242.328,4,0.918,33,77,0.163476787,4,84.31,0.348,0.384167651,3
247.55,5,0.904,33,80,0.220199431,5,86.642,0.35,0.412270131,3
247.965,6,0.903,34,79,0.224707262,6,86.788,0.35,0.414029549,3
248.213,7,0.905,34,79,0.227401099,7,86.874,0.35,0.415065918,3
250.264,8,0.903,34,80,0.249679564,8,87.592,0.35,0.423718397,3
252.13,10,0.922,36,80,0.269948513,10,88.245,0.35,0.431587573,3
258.02,11,0.89,36,82,0.333927136,11,90.307,0.35,0.456436336,3
260.433,12,0.892,37,82,0.360137733,12,90.609,0.348,0.460075679,3
261.789,12,0.913,39,81,0.374866937,12,91.081,0.348,0.46576366,3
262.803,13,0.917,40,81,0.385881254,13,91.434,0.348,0.470017594,3
259.747,13,0.929,42,80,0.352686233,13,90.911,0.35,0.463715023,3
265.662,14,0.918,41,82,0.416936412,14,92.428,0.348,0.481996096,3
264.161,13,0.917,40,82,0.400632183,13,92.456,0.35,0.482333518,3
261.044,13,0.923,41,81,0.366774565,13,91.365,0.35,0.469186089,3
260.672,12,0.904,40,82,0.36273381,12,91.778,0.352,0.474163072,3
257.422,12,0.901,39,81,0.327431514,12,90.634,0.352,0.460376949,3
257.94,12,0.888,36,83,0.333058156,12,91.354,0.354,0.46905353,3
252.788,11,0.893,36,82,0.27709587,11,90.056,0.356,0.453411583,3
251.158,8,0.894,36,81,0.259390411,8,89.475,0.356,0.446410065,3
246.729,8,0.896,36,80,0.211281528,8,88.411,0.358,0.433588007,3
243.734,6,0.91,36,80,0.178749104,6,87.846,0.36,0.426779302,3
244.949,5,0.907,34,81,0.191946732,5,88.794,0.362,0.438203466,3
240.454,3,0.914,35,78,0.14312094,3,86.664,0.36,0.412535249,3
239.119,3,0.909,34,79,0.128619843,3,86.182,0.36,0.40672676,3
242.286,1,0.914,34,80,0.163020573,1,87.829,0.362,0.426574438,3
243.15,1,0.899,33,81,0.172405553,1,88.142,0.362,0.43034634,3
244.06,0,0.908,33,81,0.182290196,0,87.963,0.36,0.428189246,3
245.01,0,0.887,32,82,0.192609328,0,88.306,0.36,0.432322672,3
236.973,0,0.923,33,78,0.105309465,0,85.409,0.36,0.397411487,3
237.573,0,0.921,33,78,0.111826812,0,85.13,0.358,0.394049312,3
239.708,1,0.913,32,80,0.135017705,1,86.395,0.36,0.409293582,3
243.999,2,0.898,31,82,0.181627599,2,87.941,0.36,0.427924128,3
242.169,2,0.919,34,80,0.16174969,2,87.786,0.362,0.426056253,3
241.82,4,0.917,34,80,0.157958767,4,87.66,0.362,0.424537852,3
246.647,4,0.912,34,82,0.210390824,4,89.41,0.362,0.445626762,3
247.498,5,0.893,35,83,0.219634594,5,90.234,0.365,0.455556627,3
251.597,7,0.902,35,85,0.264158936,7,92.252,0.367,0.479875154,3
248.637,8,0.909,36,83,0.232006691,8,91.167,0.367,0.466800029,3
253.55,11,0.888,35,86,0.285372901,11,93.497,0.369,0.494878407,3
247.122,8,0.909,37,85,0.21555039,8,93.186,0.377,0.491130607,3
259.191,12,0.92,34,68,0.346646825,12,76.137,0.294,0.285676412,3
259.516,13,0.91,31,65,0.350177055,13,72.989,0.281,0.247740474,3
258.033,11,0.908,29,63,0.334068345,11,69.884,0.271,0.210322721,3
252.047,11,0.912,28,61,0.269046947,11,67.738,0.269,0.18446169,3
255.575,9,0.902,26,63,0.307368947,9,68.686,0.269,0.195885855,3
249.021,9,0.909,28,60,0.236177793,9,66.406,0.267,0.168410017,3
254.222,7,0.916,28,62,0.29267233,7,68.852,0.271,0.197886289,3
255.408,7,0.905,27,63,0.305554952,7,69.173,0.271,0.201754597,3
253.756,7,0.908,28,63,0.287610523,7,69.254,0.273,0.202730713,3
246.676,8,0.917,28,61,0.210705829,8,67.836,0.275,0.185642669,3
250.698,9,0.905,27,63,0.254393778,9,68.942,0.275,0.198970861,3
256.727,10,0.89,29,65,0.319882253,10,71.67,0.279,0.23184546,3
253.953,11,0.904,30,65,0.289750386,11,72.482,0.285,0.241630715,3
260.334,12,0.888,31,67,0.359062371,12,74.846,0.287,0.270118821,3
259.622,13,0.897,33,68,0.351328453,13,75.723,0.292,0.280687378,3
262.435,13,0.918,35,69,0.381883948,13,78.184,0.298,0.310344412,3
266.417,13,0.911,36,72,0.425137407,13,81.035,0.304,0.344701261,3
268.728,14,0.912,38,72,0.450240056,14,82.298,0.306,0.359921429,3
268.845,15,0.894,38,74,0.451510938,15,84.014,0.312,0.380600612,3
271.132,15,0.918,40,76,0.476352893,15,86.423,0.319,0.409631004,3
272.715,16,0.921,40,76,0.493547826,16,86.928,0.319,0.415716661,3
270.528,15,0.921,42,76,0.469792097,15,87.358,0.323,0.420898508,3
274.736,16,0.899,41,78,0.515500424,16,88.717,0.323,0.437275554,3
268.815,16,0.901,39,76,0.451185071,16,86.245,0.321,0.407485961,3
265.447,14,0.907,38,74,0.41460103,14,84.058,0.317,0.381130848,3
261.077,13,0.907,37,73,0.367133019,13,82.675,0.317,0.364464583,3
262.053,12,0.899,34,74,0.37773457,12,82.437,0.315,0.361596491,3
254.766,11,0.9,33,72,0.298581391,11,79.614,0.312,0.327577065,3
254.744,10,0.887,31,73,0.298342421,10,79.607,0.312,0.327492709,3
249.552,8,0.907,32,70,0.241945645,8,77.465,0.31,0.301679882,3
244.788,7,0.91,31,69,0.19019791,7,75.986,0.31,0.28385674,3
248.509,5,0.911,30,70,0.230616324,5,77.141,0.31,0.297775421,3
244.916,5,0.917,30,69,0.191588277,5,75.516,0.308,0.278192861,3
244.597,3,0.915,31,68,0.188123221,3,75.417,0.308,0.276999831,3
244.641,1,0.916,30,68,0.18860116,1,74.921,0.306,0.271022631,3
241.675,0,0.906,28,68,0.156383741,0,74.013,0.306,0.260080499,3
245.841,179,0.898,29,69,0.201635854,0,75.289,0.306,0.275457328,3
231.942,178,0.935,29,64,0.050661511,1,71.032,0.306,0.224157046,3
243.997,178,0.916,29,68,0.181605874,1,74.724,0.306,0.268648623,3
241.702,178,0.917,30,66,0.156677022,1,73.518,0.304,0.25411535,3
243.668,4,0.911,36,92,0.178032196,4,99.498,0.408,0.567195295,3
238.573,2,0.9,43,103,0.122689057,2,111.831,0.469,0.715817888,3
235.658,1,0.916,43,99,0.091025613,1,108.501,0.46,0.675688704,3
241.972,179,0.893,44,101,0.159609828,0,110.904,0.458,0.704646791,3
237.778,177,0.905,47,97,0.114053573,2,108.486,0.456,0.675507941,3
241.186,175,0.898,50,97,0.151072104,4,109.539,0.454,0.68819744,3
239.191,175,0.913,50,96,0.129401925,4,109.131,0.456,0.683280711,3
242.475,174,0.906,50,97,0.165073537,5,109.619,0.452,0.689161505,3
247.774,173,0.887,51,100,0.222632574,6,112.531,0.454,0.724253453,3
240.321,173,0.903,51,95,0.141676262,6,108.144,0.45,0.671386566,3
240.325,175,0.904,49,96,0.141719711,4,108.146,0.45,0.671410667,3
241.875,175,0.897,49,97,0.15855619,4,109.348,0.452,0.685895736,3
237.431,178,0.909,45,97,0.110284374,1,107.833,0.454,0.667638765,3
243.424,179,0.893,44,101,0.175381808,0,111.062,0.456,0.706550818,3
240.907,0,0.897,44,101,0.148041537,0,110.416,0.458,0.698765997,3
243.884,1,0.893,42,104,0.180378441,1,113.305,0.465,0.733580777,3
236.819,1,0.893,41,101,0.10363668,1,110.022,0.465,0.69401798,3
237.065,4,0.902,41,102,0.106308792,4,111.124,0.469,0.707297968,3
240.999,5,0.908,42,105,0.149040864,5,113.972,0.473,0.741618664,3
246.45,7,0.893,42,109,0.208250961,7,117.064,0.475,0.778879757,3
242.269,8,0.895,41,107,0.162835915,8,115.078,0.475,0.754946856,3
245.121,8,0.902,39,92,0.193815038,8,100.091,0.408,0.574341423,3
256.147,12,0.905,35,75,0.313582151,12,83.248,0.325,0.371369695,3
246.01,8,0.905,32,71,0.203471574,8,78.416,0.319,0.313140199,3
243.92,5,0.909,32,69,0.180769481,5,77.241,0.317,0.298980502,3
237.015,3,0.921,31,68,0.10576568,3,75.055,0.317,0.272637439,3
236.106,178,0.909,33,67,0.095891899,1,75.259,0.319,0.275095804,3
238.867,176,0.91,35,69,0.125882557,3,77.632,0.325,0.303692367,3
241.021,175,0.914,36,70,0.149279833,4,79.336,0.329,0.324226941,3
241.559,174,0.909,37,70,0.155123721,5,80.016,0.331,0.332421489,3
248.855,175,0.903,37,75,0.234374661,4,83.989,0.338,0.380299342,3
243.412,177,0.903,35,75,0.175251461,2,83.166,0.342,0.370381529,3
237.344,177,0.91,36,72,0.109339358,2,81.587,0.344,0.351353306,3
243.679,0,0.898,34,78,0.17815168,0,85.795,0.352,0.402063098,3
242.302,3,0.887,31,80,0.163194369,3,86.32,0.356,0.408389771,3
238.221,4,0.9,32,78,0.118865547,4,85.363,0.358,0.39685715,3
247.673,7,0.894,34,83,0.221535487,7,90.297,0.365,0.456315828,3
252.417,7,0.892,36,85,0.273065977,7,92.553,0.367,0.483502446,3
252.785,11,0.88,36,85,0.277063283,11,92.688,0.367,0.485129305,3
258.198,12,0.884,39,86,0.335860616,12,95.211,0.369,0.515533489,3
259.953,13,0.886,41,86,0.354923856,13,96.399,0.371,0.529849847,3
269.984,14,0.905,47,89,0.463883035,14,100.682,0.373,0.58146345,3
269.657,15,0.921,49,87,0.460331081,15,100.56,0.373,0.579993252,3
271.624,16,0.909,49,88,0.481697117,16,101.293,0.373,0.588826492,3
270.051,16,0.91,49,87,0.464610806,16,100.707,0.373,0.58176472,3
267.076,15,0.905,47,87,0.432295627,15,99.597,0.373,0.568388325,3
262.317,14,0.891,45,86,0.380602203,14,97.276,0.371,0.540418404,3
256.603,14,0.877,40,86,0.318535335,14,95.691,0.373,0.521317876,3
253.518,13,0.861,38,86,0.285025309,13,95.069,0.375,0.513822275,3
252.592,10,0.884,39,85,0.27496687,10,94.722,0.375,0.509640645,3
243.498,8,0.891,38,82,0.176185614,8,91.312,0.375,0.468547396,3
251.849,7,0.903,38,87,0.266896222,7,95.493,0.379,0.518931817,3
238.855,4,0.902,35,83,0.12575221,4,90.566,0.379,0.459557494,3
234.216,1,0.916,37,82,0.075362256,1,90.759,0.388,0.4618833,3
236.675,179,0.905,39,83,0.102072516,0,92.205,0.39,0.479308766,3
242.468,178,0.895,40,86,0.164997502,1,95.977,0.396,0.524764407,3
233.052,178,0.912,41,85,0.062718603,1,94.678,0.406,0.509110409,3
239.182,177,0.909,42,88,0.129304165,2,98.164,0.41,0.55111952,3
234.175,177,0.916,44,88,0.074916904,2,99.037,0.423,0.561639874,3
236.992,178,0.909,44,91,0.105515848,1,102.203,0.431,0.599792726,3
238.032,178,0.919,46,94,0.116812583,1,105.627,0.444,0.641054687,3
236.61,177,0.91,46,96,0.10136647,2,106.968,0.452,0.657214818,3
232.84,179,0.913,46,96,0.060415807,0,107.204,0.46,0.660058808,3
239.41,0,0.896,45,101,0.131780756,0,111.226,0.465,0.70852715,3
238.323,2,0.895,43,102,0.119973496,2,111.714,0.469,0.714407944,3
238.696,3,0.885,40,102,0.124025114,3,110.397,0.463,0.698537032,3
237.753,3,0.898,43,99,0.113782016,3,108.475,0.456,0.675375383,3
243.774,4,0.89,42,99,0.179183594,4,108.683,0.446,0.67788195,3
245.457,5,0.889,40,98,0.197464752,5,106.876,0.435,0.656106144,3
249.301,6,0.892,40,97,0.239219222,6,105.953,0.425,0.644983249,3
247.452,6,0.893,39,93,0.219134931,6,102.074,0.412,0.598238172,3
252.825,8,0.883,37,94,0.277497773,8,101.657,0.402,0.593212986,3
250.731,8,0.894,38,89,0.254752232,8,97.681,0.39,0.545298981,3
250.497,9,0.88,36,87,0.252210467,9,94.98,0.379,0.512749753,3
247.68,9,0.91,38,83,0.221611523,9,91.848,0.371,0.475006628,3
248.889,10,0.899,36,83,0.234743977,10,90.741,0.365,0.461666385,3
252.206,9,0.9,36,83,0.270774044,9,91.425,0.362,0.469909137,3
249.352,9,0.892,34,83,0.239773196,9,90.39,0.362,0.457436553,3
253.309,10,0.898,34,86,0.2827551,10,92.88,0.367,0.48744306,3
247.265,9,0.898,35,84,0.217103691,9,91.179,0.369,0.466944639,3
252.908,9,0.88,34,88,0.27839934,9,95.367,0.377,0.517413415,3
243.292,7,0.908,37,86,0.173947992,7,94.276,0.388,0.504265985,3
246.323,7,0.91,39,89,0.206871456,7,98.016,0.398,0.549336001,3
243.391,6,0.892,39,91,0.175023354,6,99.385,0.408,0.565833554,3
242.663,6,0.889,39,95,0.167115639,6,103.132,0.425,0.610987925,3
245.181,4,0.886,40,99,0.194466772,4,107.267,0.438,0.660818009,3
236.713,4,0.906,40,98,0.102485282,4,107.014,0.452,0.657769155,3
240.818,4,0.904,42,102,0.147074797,4,111.378,0.463,0.710358873,3
270.162,32,0.738,35,55,0.465816515,32,65.852,0.244,0.16173387,4
287.495,29,0.721,40,53,0.654091808,29,67.082,0.233,0.176556362,4
283.221,26,0.715,38,54,0.607666573,26,66.675,0.235,0.171651683,4
282.895,21,0.714,40,53,0.604125481,21,67.188,0.237,0.177833747,4
283.637,23,0.724,40,54,0.612185266,23,67.955,0.24,0.187076715,4
285.084,14,0.713,40,54,0.627902935,14,68.301,0.24,0.191246294,4
280.237,16,0.74,39,54,0.575253633,16,67.724,0.242,0.184292979,4
281.119,15,0.695,41,54,0.584834134,15,67.937,0.242,0.186859801,4
283.761,18,0.73,40,55,0.613532185,18,68.575,0.242,0.194548215,4
283.673,20,0.72,39,54,0.612576307,20,67.372,0.237,0.180051095,4
284.621,17,0.698,40,54,0.622873716,17,68.19,0.24,0.189908655,4
286.867,16,0.7,41,55,0.647270318,16,69.326,0.242,0.203598371,4
280.66,22,0.714,40,53,0.579848363,22,67.241,0.24,0.17847244,4
282.225,27,0.714,40,54,0.596847776,27,68.204,0.242,0.190077366,4
290.559,28,0.692,40,57,0.687373726,28,70.219,0.242,0.214359741,4
280.759,33,0.704,39,54,0.580923725,33,67.265,0.24,0.178761659,4
277.097,36,0.728,37,54,0.541146184,36,66.388,0.24,0.168193102,4
280.411,31,0.719,40,52,0.577143664,31,66.598,0.237,0.170723771,4
273.058,37,0.721,37,53,0.497273577,37,64.851,0.237,0.149671013,4
277.229,32,0.733,37,54,0.54258,32,65.842,0.237,0.161613362,4
271.887,37,0.753,36,52,0.484553888,37,64.007,0.235,0.139500133,4
277.417,40,0.749,36,53,0.544622102,40,64.731,0.233,0.148224916,4
284.879,32,0.712,40,52,0.625676175,32,66.472,0.233,0.16920537,4
286.604,38,0.731,40,52,0.644413547,38,66.277,0.231,0.166855463,4
287.373,33,0.727,40,53,0.652766614,33,67.054,0.233,0.176218939,4
290.652,30,0.712,41,53,0.688383915,30,67.819,0.233,0.185437806,4
285.801,36,0.722,39,55,0.635691165,36,67.878,0.237,0.186148803,4
288.408,26,0.736,42,54,0.664009037,26,69.098,0.24,0.200850787,4
289.972,20,0.694,42,55,0.680997589,20,70.077,0.242,0.212648526,4
280.602,23,0.736,40,56,0.579218353,23,69.566,0.248,0.206490564,4
285.654,15,0.729,41,58,0.634094415,15,71.413,0.25,0.228748403,4
284.698,15,0.722,41,58,0.623710108,15,71.768,0.252,0.233026439,4
279,21,0.74,40,56,0.561817036,21,69.75,0.25,0.208707913,4
281.551,22,0.721,41,56,0.589526623,22,69.801,0.248,0.209322504,4
281.611,21,0.717,41,57,0.590178358,21,70.403,0.25,0.216577089,4
285.736,23,0.711,41,57,0.634985119,23,70.839,0.248,0.221831241,4
281.323,28,0.714,41,56,0.587050032,28,69.745,0.248,0.208647659,4
280.073,31,0.718,40,57,0.573472225,31,70.018,0.25,0.211937529,4
283.175,28,0.712,41,56,0.607166909,28,70.204,0.248,0.214178979,4
275.795,37,0.734,38,56,0.527003541,37,68.374,0.248,0.192126003,4
283.382,33,0.694,41,54,0.609415394,33,69.074,0.244,0.200561568,4
278.506,39,0.714,39,54,0.556451087,39,67.306,0.242,0.179255742,4
274.103,42,0.745,37,55,0.508624623,42,66.813,0.244,0.173314695,4
275.99,38,0.74,38,54,0.529121679,38,66.698,0.242,0.171928852,4
281,36,0.747,40,54,0.583541526,36,67.323,0.24,0.179460606,4
282.814,38,0.744,41,53,0.603245639,38,67.168,0.237,0.177592731,4
281.474,44,0.752,38,54,0.58869023,44,66.85,0.237,0.173760575,4
278.328,39,0.729,39,53,0.554517608,39,66.683,0.24,0.17174809,4
284.726,34,0.727,40,55,0.624014251,34,68.215,0.24,0.190209925,4
281.694,34,0.741,41,54,0.591079924,34,68.663,0.244,0.195608686,4
282.801,33,0.732,41,55,0.60310443,33,69.522,0.246,0.205960329,4
279.813,30,0.741,40,55,0.570648042,30,68.787,0.246,0.197102986,4
283.73,30,0.74,41,56,0.613195455,30,69.75,0.246,0.208707913,4
278.16,25,0.717,40,56,0.552692751,25,69.54,0.25,0.206177243,4
280.637,21,0.72,41,57,0.579598531,21,70.744,0.252,0.220686414,4
276.426,20,0.738,41,56,0.533857618,20,70.258,0.254,0.214829722,4
280.262,19,0.728,41,58,0.57552519,19,71.817,0.256,0.233616929,4
277.523,17,0.721,41,57,0.5457735,17,71.115,0.256,0.225157263,4
279.728,17,0.717,41,58,0.569724751,17,71.68,0.256,0.231965969,4
286.502,16,0.707,42,59,0.643305598,16,72.819,0.254,0.245691837,4
279.754,20,0.73,41,58,0.570007169,20,71.104,0.254,0.225024704,4
281.948,24,0.71,41,57,0.593838935,24,71.074,0.252,0.22466318,4
283.353,25,0.712,42,57,0.609100389,25,71.429,0.252,0.228941216,4
280.454,28,0.722,41,57,0.577610741,28,70.698,0.252,0.220132077,4
278.785,29,0.724,41,56,0.559481654,29,70.277,0.252,0.215058687,4
282.103,34,0.722,41,57,0.595522583,34,71.113,0.252,0.225133161,4
277.574,36,0.728,39,57,0.546327475,36,69.972,0.252,0.211383192,4
279.028,36,0.722,40,57,0.562121179,36,70.338,0.252,0.215793787,4
271.81,37,0.743,38,56,0.483717495,37,68.519,0.252,0.19387337,4
274.416,41,0.749,38,57,0.512024505,41,69.176,0.252,0.20179075,4
274.144,37,0.749,39,56,0.509069975,37,69.107,0.252,0.200959244,4
277.335,39,0.772,40,56,0.543731398,39,69.911,0.252,0.210648092,4
276.408,43,0.766,39,56,0.533662097,43,69.102,0.25,0.20089899,4
279.89,43,0.753,39,57,0.571484434,43,69.973,0.25,0.211395242,4
282.835,33,0.706,42,56,0.603473746,33,70.709,0.25,0.220264636,4
283.879,39,0.721,41,57,0.61481393,39,70.97,0.25,0.223409896,4
286.632,30,0.707,41,58,0.64471769,30,72.255,0.252,0.238895182,4
276.354,37,0.74,39,57,0.533075536,37,69.664,0.252,0.207671543,4
281.292,29,0.724,43,56,0.586713302,29,71.495,0.254,0.229736569,4
280.86,23,0.723,42,57,0.582020812,23,71.97,0.256,0.235460702,4
280.137,23,0.731,42,59,0.574167409,23,72.952,0.26,0.247294594,4
286.05,16,0.721,43,61,0.638395864,16,75.088,0.263,0.273035116,4
281.613,18,0.724,43,60,0.590200083,18,73.923,0.263,0.258995927,4
280.316,18,0.743,42,60,0.576111751,18,74.167,0.265,0.261936324,4
286.767,10,0.739,43,62,0.646184093,10,76.471,0.267,0.289701381,4
281.652,21,0.743,42,61,0.59062371,21,74.52,0.265,0.266190258,4
281.985,21,0.732,43,60,0.594240838,21,74.021,0.263,0.260176906,4
279.233,26,0.73,42,59,0.564347939,26,73.299,0.263,0.251476224,4
281.705,24,0.707,43,59,0.591199409,24,73.361,0.26,0.252223374,4
280.038,27,0.718,42,59,0.573092047,27,72.927,0.26,0.246993324,4
279.723,33,0.706,41,59,0.569670439,33,72.845,0.26,0.246005158,4
279.275,34,0.725,41,59,0.564804154,34,72.728,0.26,0.244595213,4
279.341,30,0.697,42,57,0.565521062,30,71.581,0.256,0.230772939,4
273.268,37,0.731,38,58,0.499554648,37,70.594,0.258,0.218878793,4
275.124,39,0.739,38,58,0.519714975,39,69.927,0.254,0.210840905,4
275.442,41,0.768,39,57,0.523169169,41,70.008,0.254,0.211817021,4
276.319,39,0.76,40,56,0.532695357,39,69.655,0.252,0.207563086,4
280.604,39,0.767,41,56,0.579240077,39,70.151,0.25,0.213540286,4
280.244,42,0.762,39,57,0.575329669,42,70.061,0.25,0.212455713,4
279.535,39,0.75,40,57,0.567628337,39,69.884,0.25,0.210322721,4
275.289,41,0.724,40,55,0.521507245,41,68.822,0.25,0.197524764,4
279.514,37,0.726,41,56,0.56740023,37,69.879,0.25,0.210262467,4
282.309,31,0.742,41,58,0.597760205,31,71.754,0.254,0.232857728,4
283.693,33,0.739,41,58,0.612793552,33,71.514,0.252,0.229965535,4
282.468,31,0.744,42,58,0.599487302,31,71.794,0.254,0.23333976,4
284.993,29,0.732,43,58,0.626914471,29,72.436,0.254,0.241076378,4
286.078,28,0.736,42,58,0.638700007,28,72.712,0.254,0.244402401,4
283.878,24,0.74,42,58,0.614803067,24,72.152,0.254,0.237653949,4
286.417,21,0.74,42,58,0.642382308,21,72.201,0.252,0.238244439,4
283.767,18,0.751,41,58,0.613597358,18,72.124,0.254,0.237316526,4
276.483,14,0.717,42,57,0.534476766,14,71.425,0.258,0.228893013,4
291.581,12,0.696,41,57,0.698474941,12,70.465,0.242,0.217324239,4
284.964,10,0.72,40,58,0.626599466,10,70.647,0.248,0.219517486,4
294.266,8,0.667,42,55,0.727640069,8,69.888,0.237,0.210370924,4
298.733,3,0.618,43,54,0.776161717,3,69.704,0.233,0.208153575,4
301.286,4,0.622,42,54,0.803893029,4,69.672,0.231,0.20776795,4
295.471,0,0.641,42,55,0.740729074,0,69.559,0.235,0.206406209,4
299.69,1,0.612,42,54,0.786556886,1,69.303,0.231,0.203321202,4
300.089,1,0.62,42,54,0.790890921,1,69.396,0.231,0.204441927,4
304.014,1,0.617,43,55,0.833525233,1,70.303,0.231,0.215372008,4
295.833,1,0.626,42,54,0.744661207,1,69.028,0.233,0.20000723,4
293.506,0,0.637,40,54,0.719384762,0,67.873,0.231,0.186088549,4
286.536,1,0.676,40,55,0.643674915,1,68.649,0.24,0.195439975,4
288.614,3,0.669,39,55,0.66624666,3,67.945,0.235,0.186956207,4
287.604,9,0.68,40,55,0.655275792,9,68.905,0.24,0.198524981,4
282.89,15,0.73,40,57,0.604071169,15,70.723,0.25,0.220433347,4
279.782,20,0.706,39,56,0.570311312,20,68.78,0.246,0.197018631,4
279.554,22,0.726,41,58,0.56783472,22,71.636,0.256,0.231435733,4
284.796,28,0.723,42,59,0.624774608,28,72.979,0.256,0.247619966,4
283.027,28,0.732,41,59,0.605559297,28,72.526,0.256,0.242160951,4
283.044,27,0.701,42,58,0.605743955,27,72.53,0.256,0.242209154,4
281.617,35,0.725,41,58,0.590243532,35,71.578,0.254,0.230736786,4
278.321,37,0.725,39,58,0.554441572,37,70.74,0.254,0.220638211,4
280.266,40,0.746,40,57,0.575568639,40,70.067,0.25,0.212528018,4
275.305,45,0.757,36,58,0.521681041,45,68.826,0.25,0.197572968,4
281.898,43,0.76,40,57,0.593295822,43,69.887,0.248,0.210358873,4
283.975,45,0.762,41,56,0.615856705,45,69.811,0.246,0.209443012,4
289.331,41,0.753,44,55,0.67403489,41,70.525,0.244,0.218047287,4
292.863,44,0.754,44,55,0.712400339,44,71.385,0.244,0.228410981,4
298.452,44,0.771,45,56,0.773109426,44,72.748,0.244,0.24483623,4
302.594,43,0.769,47,56,0.818100845,43,73.757,0.244,0.256995493,4
298.487,48,0.781,45,55,0.773489605,48,72.134,0.242,0.237437035,4
303.838,46,0.769,47,55,0.831613478,46,73.428,0.242,0.253030778,4
307.714,45,0.763,49,55,0.87371554,45,74.364,0.242,0.264310332,4
305.054,46,0.771,48,55,0.844821968,46,73.721,0.242,0.256561664,4
303.084,42,0.763,48,55,0.823423345,42,73.245,0.242,0.25082548,4
300.954,48,0.768,46,55,0.800286763,48,72.73,0.242,0.244619315,4
298.025,45,0.772,45,55,0.768471248,45,72.023,0.242,0.236099395,4
293.586,43,0.755,45,56,0.720253742,43,72.173,0.246,0.237907016,4
292.932,40,0.767,45,55,0.713149834,40,72.012,0.246,0.235966836,4
289.695,42,0.761,43,57,0.677988747,42,71.82,0.248,0.233653081,4
282.53,43,0.758,41,56,0.600160761,43,70.633,0.25,0.219348774,4
278.497,41,0.747,40,58,0.556353327,41,70.785,0.254,0.221180497,4
283.304,38,0.754,41,59,0.608568139,38,72.597,0.256,0.243016558,4
278.077,34,0.726,42,57,0.551791184,34,71.257,0.256,0.226868478,4
281.086,29,0.734,43,59,0.584475679,29,73.2,0.26,0.250283194,4
281.816,31,0.753,42,60,0.592405118,31,73.977,0.263,0.25964667,4
279.896,29,0.757,42,60,0.571549608,29,74.056,0.265,0.260598684,4
276.286,27,0.756,40,60,0.532336903,27,73.101,0.265,0.249090164,4
281.085,24,0.747,43,60,0.584464817,24,74.37,0.265,0.264382637,4
291.779,17,0.683,45,59,0.700625665,17,74.768,0.256,0.269178858,4
284.771,14,0.701,43,59,0.624503052,14,73.566,0.258,0.254693789,4
292.452,12,0.678,43,59,0.707935956,12,74.332,0.254,0.263924707,4
290.195,9,0.686,43,59,0.683419869,9,73.758,0.254,0.257007544,4
289.371,9,0.691,44,59,0.674469379,9,74.151,0.256,0.261743511,4
292.471,6,0.65,45,58,0.708142339,6,74.336,0.254,0.26397291,4
287.019,7,0.702,44,60,0.648921379,7,74.744,0.26,0.268889639,4
288.91,7,0.685,44,59,0.669461884,7,74.033,0.256,0.260321516,4
290.402,10,0.679,45,59,0.685668354,10,74.415,0.256,0.264924923,4
287.719,11,0.71,44,60,0.656524951,11,74.927,0.26,0.271094936,4
285.026,12,0.708,44,60,0.627272925,12,74.819,0.263,0.269793449,4
283.57,15,0.72,44,60,0.611457496,15,75.028,0.265,0.272312068,4
281.356,19,0.732,43,62,0.587408486,19,76.201,0.271,0.286447663,4
279.523,19,0.726,42,62,0.56749799,19,75.704,0.271,0.280458413,4
276.296,24,0.714,43,61,0.532445526,24,75.406,0.273,0.276867272,4
280.752,17,0.703,44,61,0.58084769,17,76.037,0.271,0.284471331,4
277.443,24,0.726,43,61,0.544904521,24,75.141,0.271,0.273673809,4
277.537,26,0.727,42,61,0.545925572,26,74.588,0.269,0.267009713,4
279.031,34,0.735,42,62,0.562153766,34,75.571,0.271,0.278855655,4
277.445,35,0.738,42,62,0.544926245,35,75.141,0.271,0.273673809,4
274.261,37,0.738,42,61,0.510340857,37,74.851,0.273,0.270179075,4
270.367,38,0.746,40,60,0.468043275,38,72.661,0.269,0.243787809,4
270.79,40,0.743,39,60,0.472638005,40,72.775,0.269,0.245161601,4
271.37,39,0.768,41,60,0.478938107,39,73.496,0.271,0.253850233,4
272.974,38,0.769,41,61,0.496361148,38,73.93,0.271,0.259080282,4
275.385,39,0.779,42,61,0.522550021,39,74.583,0.271,0.266949459,4
278.533,40,0.791,44,61,0.556744368,40,76.016,0.273,0.284218264,4
281.692,40,0.778,44,62,0.5910582,40,76.879,0.273,0.29461811,4
282.723,38,0.79,45,62,0.602257175,38,77.749,0.275,0.305102311,4
280.283,38,0.785,44,63,0.575753297,38,77.078,0.275,0.29701622,4
279.893,40,0.791,43,62,0.571517021,40,76.387,0.273,0.288689113,4
276.282,39,0.776,42,61,0.532293454,39,74.826,0.271,0.269877805,4
271.58,37,0.786,41,61,0.481219178,37,74.119,0.273,0.261357885,4
272.825,39,0.779,41,60,0.494742673,39,73.89,0.271,0.25859825,4
277.483,37,0.771,42,60,0.545339011,37,73.995,0.267,0.259863585,4
276.592,40,0.781,41,60,0.53566075,40,73.758,0.267,0.257007544,4
