angle_90,r,area_ellipse,area_contour,scale,eccentricity,norm_r,norm_area_ellipse,norm_area_contour,label
0.065,137.174,24148.726,16548.500,0.184,0.917,,,,2
0.056,138.411,23583.795,16353.000,0.182,0.905,,,,2
0.029,137.637,22252.217,16192.000,0.180,0.907,,,,2
0.023,133.840,22799.880,16030.500,0.178,0.910,,,,2
0.017,132.446,22172.390,15975.500,0.178,0.910,,,,2
0.002,130.396,21895.546,15997.000,0.178,0.907,,,,2
0.006,130.895,21612.745,16037.000,0.178,0.908,,,,2
0.005,130.707,21834.285,16145.000,0.179,0.906,,,,2
0.013,130.707,21753.215,16146.000,0.179,0.906,,,,2
0.027,130.297,22065.641,16131.500,0.179,0.907,,,,2
0.036,132.470,21806.847,15969.000,0.177,0.905,,,,2
0.054,133.543,21382.481,15898.000,0.177,0.906,,,,2
0.051,131.557,21570.051,15836.500,0.176,0.899,,,,2
0.066,130.900,22017.615,15837.500,0.176,0.909,,,,2
0.083,133.167,22061.723,15868.500,0.176,0.911,,,,2
0.096,132.287,22536.659,15805.500,0.176,0.908,,,,2
0.100,131.863,22254.294,15741.000,0.175,0.913,,,,2
0.115,134.158,22487.621,15946.000,0.177,0.909,,,,2
0.127,132.590,22911.714,15790.000,0.175,0.921,,,,2
0.136,133.962,22418.574,15855.500,0.176,0.915,,,,2
0.166,136.547,22209.491,15749.000,0.175,0.913,,,,2
0.168,135.209,22586.217,15797.500,0.176,0.919,,,,2
0.184,135.643,22575.045,15667.500,0.174,0.918,,,,2
0.195,132.769,23113.319,15671.500,0.174,0.924,,,,2
0.196,135.697,23498.625,16104.500,0.179,0.913,,,,2
0.209,136.772,23497.130,16186.500,0.180,0.922,,,,2
0.213,134.934,23843.152,16092.500,0.179,0.922,,,,2
0.221,137.442,23287.273,16089.000,0.179,0.923,,,,2
0.236,137.176,23621.146,16133.500,0.179,0.922,,,,2
0.243,136.528,23052.728,16082.500,0.179,0.928,,,,2
0.242,135.665,23161.270,16003.500,0.178,0.927,,,,2
0.243,136.905,22901.793,15992.000,0.178,0.924,,,,2
0.238,135.713,23564.991,16089.000,0.179,0.925,,,,2
0.243,135.597,23257.593,15928.500,0.177,0.922,,,,2
0.247,136.476,22721.876,15893.500,0.177,0.929,,,,2
0.252,136.608,23475.960,15892.000,0.177,0.933,,,,2
0.246,135.111,23681.074,15981.500,0.178,0.930,,,,2
0.242,136.785,23327.455,16036.500,0.178,0.923,,,,2
0.244,135.377,23254.810,16080.000,0.179,0.926,,,,2
0.251,136.045,23422.567,16151.000,0.179,0.931,,,,2
0.260,139.657,22594.226,16163.000,0.180,0.922,,,,2
0.259,138.036,23112.094,16261.500,0.181,0.929,,,,2
0.263,137.839,23317.162,16399.500,0.182,0.926,,,,2
0.265,137.506,24113.299,16369.500,0.182,0.928,,,,2
0.279,137.771,23919.746,16338.000,0.182,0.928,,,,2
0.277,137.988,24574.013,16355.000,0.182,0.930,,,,2
0.298,137.329,24765.846,16299.000,0.181,0.935,,,,2
0.292,138.823,24357.633,16373.000,0.182,0.929,,,,2
0.306,141.861,23306.384,16420.500,0.182,0.925,,,,2
0.305,139.305,24240.906,16278.500,0.181,0.932,,,,2
0.307,142.378,23456.688,16370.500,0.182,0.924,,,,2
0.336,145.390,23193.446,16432.500,0.183,0.929,,,,2
0.331,143.995,23664.903,16396.500,0.182,0.928,,,,2
0.327,141.468,24167.267,16361.000,0.182,0.932,,,,2
0.330,142.023,23623.025,16456.000,0.183,0.932,,,,2
0.327,142.193,23301.315,16283.000,0.181,0.924,,,,2
0.317,140.282,24842.018,16282.000,0.181,0.938,,,,2
0.279,137.295,23943.121,16188.500,0.180,0.936,,,,2
0.247,138.083,23538.115,16324.000,0.181,0.923,,,,2
0.208,139.304,22197.168,16178.000,0.180,0.917,,,,2
0.168,137.608,22086.641,16117.000,0.179,0.915,,,,2
0.136,137.192,21735.578,16054.500,0.178,0.909,,,,2
0.118,139.534,21027.641,16002.000,0.178,0.908,,,,2
0.089,136.081,21106.628,15896.500,0.177,0.906,,,,2
0.085,135.086,20694.929,15659.500,0.174,0.910,,,,2
0.086,132.959,20327.980,15334.500,0.170,0.910,,,,2
0.084,132.228,20355.067,15180.500,0.169,0.910,,,,2
0.080,131.970,19576.342,14786.000,0.164,0.911,,,,2
0.085,131.863,19122.490,14574.000,0.162,0.904,,,,2
0.087,130.458,18725.041,14218.500,0.158,0.901,,,,2
0.089,127.477,18759.269,13897.500,0.154,0.905,,,,2
0.086,126.340,18207.229,13730.000,0.153,0.905,,,,2
0.094,122.874,17689.302,13292.500,0.148,0.910,,,,2
0.088,123.115,17054.530,13017.000,0.145,0.906,,,,2
0.090,120.209,16327.421,12496.000,0.139,0.908,,,,2
0.076,117.981,16237.530,12129.500,0.135,0.897,,,,2
0.090,116.628,15863.806,11815.500,0.131,0.904,,,,2
0.101,112.922,15499.534,11477.000,0.128,0.908,,,,2
0.096,112.584,15210.820,11162.500,0.124,0.907,,,,2
0.092,109.539,14465.606,10521.500,0.117,0.910,,,,2
0.085,108.050,13729.118,10153.000,0.113,0.905,,,,2
0.081,104.933,13281.828,9763.000,0.108,0.909,,,,2
0.086,100.941,13332.674,9557.500,0.106,0.906,,,,2
0.085,101.213,12519.043,9240.500,0.103,0.910,,,,2
0.079,100.183,11692.494,8876.500,0.099,0.916,,,,2
0.072,99.170,11703.617,8654.000,0.096,0.903,,,,2
0.101,97.157,10462.720,8380.000,0.093,0.906,,,,2
0.109,94.563,10542.671,8174.000,0.091,0.901,,,,2
0.138,97.234,9849.891,8020.500,0.089,0.901,,,,2
0.101,93.918,10335.025,8050.500,0.089,0.892,,,,2
0.117,94.495,10135.755,7912.000,0.088,0.904,,,,2
0.090,97.526,11019.331,7993.500,0.089,0.910,,,,2
0.094,95.266,10571.341,7869.000,0.087,0.907,,,,2
0.101,92.409,10610.547,7731.500,0.086,0.906,,,,2
0.083,92.936,10398.618,7612.000,0.085,0.907,,,,2
0.102,89.675,10052.736,7583.500,0.084,0.913,,,,2
0.078,90.292,10510.152,7585.500,0.084,0.914,,,,2
0.090,90.677,10011.585,7475.000,0.083,0.901,,,,2
0.120,90.721,9453.172,7313.000,0.081,0.895,,,,2
0.140,91.445,8758.788,7214.500,0.080,0.892,,,,2
0.128,94.080,9041.132,7325.000,0.081,0.894,,,,2
0.072,91.351,10151.945,7514.500,0.083,0.909,,,,2
0.088,92.299,9893.744,7588.500,0.084,0.908,,,,2
0.075,91.879,9657.427,7548.000,0.084,0.903,,,,2
0.106,94.820,9354.762,7457.500,0.083,0.898,,,,2
0.078,92.179,10072.235,7647.000,0.085,0.899,,,,2
0.067,93.994,9504.073,7631.500,0.085,0.893,,,,2
0.043,91.514,10283.239,7695.000,0.086,0.907,,,,2
0.042,91.280,10242.793,7682.000,0.085,0.911,,,,2
0.080,96.748,9477.968,7585.500,0.084,0.900,,,,2
0.057,92.694,10108.322,7791.500,0.087,0.904,,,,2
0.065,95.466,9938.115,7719.000,0.086,0.896,,,,2
0.064,93.919,10101.548,7783.000,0.086,0.896,,,,2
0.050,93.962,10315.526,7874.000,0.087,0.898,,,,2
0.046,92.991,10897.764,7991.000,0.089,0.910,,,,2
0.043,93.544,10817.754,8028.000,0.089,0.907,,,,2
0.052,94.672,10427.673,8017.500,0.089,0.905,,,,2
0.048,92.838,11110.636,8194.500,0.091,0.914,,,,2
0.048,92.674,11090.082,8150.000,0.091,0.903,,,,2
0.054,93.418,10623.910,8138.000,0.090,0.907,,,,2
0.047,93.880,10978.090,8283.000,0.092,0.908,,,,2
0.045,92.802,11167.223,8411.500,0.093,0.907,,,,2
0.060,95.225,11451.166,8374.000,0.093,0.906,,,,2
0.038,94.759,11408.871,8419.000,0.094,0.896,,,,2
0.044,94.924,11402.591,8470.500,0.094,0.902,,,,2
0.036,93.535,11647.260,8543.500,0.095,0.900,,,,2
0.037,94.041,11352.663,8590.500,0.095,0.904,,,,2
0.043,94.610,11481.993,8608.000,0.096,0.910,,,,2
0.043,94.961,11441.664,8624.000,0.096,0.907,,,,2
0.047,93.891,11447.914,8591.000,0.095,0.907,,,,2
0.040,92.687,11442.453,8485.500,0.094,0.906,,,,2
0.055,93.964,11338.578,8503.000,0.094,0.910,,,,2
0.049,94.258,11207.532,8439.500,0.094,0.898,,,,2
0.050,93.529,11579.809,8521.500,0.095,0.906,,,,2
0.043,94.437,11549.755,8543.000,0.095,0.905,,,,2
0.046,94.002,11497.938,8590.000,0.095,0.909,,,,2
0.046,95.189,11721.023,8589.000,0.095,0.902,,,,2
0.036,93.819,11621.474,8642.500,0.096,0.912,,,,2
0.029,94.043,11752.473,8747.500,0.097,0.902,,,,2
0.032,96.529,11620.221,8793.000,0.098,0.902,,,,2
0.032,94.041,11808.497,8768.000,0.097,0.908,,,,2
0.027,96.725,11497.359,8718.500,0.097,0.910,,,,2
0.026,96.919,11470.907,8795.500,0.098,0.909,,,,2
0.017,96.871,11694.586,8800.000,0.098,0.912,,,,2
0.013,96.613,11899.903,8829.500,0.098,0.901,,,,2
0.032,95.541,10773.953,8068.500,0.090,0.909,,,,2
0.030,96.166,10626.458,8067.000,0.090,0.893,,,,2
0.019,93.592,10886.816,8123.000,0.090,0.909,,,,2
0.033,95.993,10698.727,8076.000,0.090,0.907,,,,2
0.054,101.897,9933.296,8009.000,0.089,0.907,,,,2
0.020,96.935,10786.477,8096.000,0.090,0.905,,,,2
0.016,96.532,10814.366,8144.500,0.090,0.903,,,,2
0.014,96.599,10795.769,8165.500,0.091,0.906,,,,2
0.028,97.253,10790.403,8180.000,0.091,0.906,,,,2
0.028,97.078,10734.735,8257.000,0.092,0.906,,,,2
0.017,95.905,11028.647,8183.500,0.091,0.910,,,,2
0.022,95.728,10819.464,8252.500,0.092,0.908,,,,2
0.024,97.061,10943.686,8304.000,0.092,0.908,,,,2
0.050,100.724,10199.393,8108.000,0.090,0.908,,,,2
0.067,103.438,10141.359,8137.000,0.090,0.892,,,,2
0.024,96.615,11223.084,8276.000,0.092,0.900,,,,2
0.072,101.835,10496.965,8215.500,0.091,0.899,,,,2
0.015,98.959,10642.503,8361.000,0.093,0.905,,,,2
0.029,96.741,11089.131,8366.000,0.093,0.904,,,,2
0.032,101.346,10888.542,8487.000,0.094,0.897,,,,2
0.016,98.258,11258.121,8431.000,0.094,0.903,,,,2
0.025,96.127,11189.021,8370.500,0.093,0.905,,,,2
0.026,96.549,11054.777,8375.500,0.093,0.900,,,,2
0.014,97.753,10969.966,8396.000,0.093,0.901,,,,2
0.020,98.964,10707.493,8414.500,0.093,0.902,,,,2
0.022,97.655,11010.798,8478.500,0.094,0.901,,,,2
0.057,101.604,10578.430,8318.500,0.092,0.898,,,,2
0.016,97.449,11091.840,8438.500,0.094,0.906,,,,2
0.017,97.508,11396.646,8584.500,0.095,0.908,,,,2
0.010,99.875,11512.163,8783.500,0.098,0.907,,,,2
0.008,100.490,11675.454,8872.000,0.099,0.907,,,,2
0.003,102.327,11779.921,9034.500,0.100,0.907,,,,2
0.098,107.672,14383.716,10053.500,0.112,0.819,,,,3
0.103,108.311,14049.923,10058.500,0.112,0.823,,,,3
0.110,111.409,14063.628,10047.500,0.112,0.799,,,,3
0.106,106.575,14359.975,10051.500,0.112,0.803,,,,3
0.104,104.493,14626.945,9997.500,0.111,0.837,,,,3
0.086,104.680,14186.865,9860.500,0.110,0.832,,,,3
0.090,104.723,13740.012,10090.000,0.112,0.850,,,,3
0.092,105.778,14067.439,10023.000,0.111,0.833,,,,3
0.108,105.495,14139.641,10165.500,0.113,0.849,,,,3
0.104,108.428,14134.684,10239.500,0.114,0.824,,,,3
0.085,107.509,14759.144,10365.500,0.115,0.827,,,,3
0.105,109.259,14645.281,10457.000,0.116,0.826,,,,3
0.124,110.726,14410.036,10634.500,0.118,0.827,,,,3
0.101,110.808,14859.172,10889.000,0.121,0.818,,,,3
0.085,111.216,15479.686,11125.000,0.124,0.816,,,,3
0.096,113.098,15486.751,11313.000,0.126,0.828,,,,3
0.084,113.061,16022.543,11401.000,0.127,0.822,,,,3
0.080,113.173,15930.410,11562.500,0.128,0.823,,,,3
0.079,114.694,16566.072,11797.500,0.131,0.816,,,,3
0.065,117.203,16833.696,12034.500,0.134,0.812,,,,3
0.095,118.457,17104.609,12442.500,0.138,0.830,,,,3
0.095,119.087,17229.958,12679.000,0.141,0.828,,,,3
0.082,120.277,17275.661,12964.000,0.144,0.842,,,,3
0.065,119.383,18047.599,13028.000,0.145,0.814,,,,3
0.093,121.098,17818.528,13234.000,0.147,0.825,,,,3
0.066,121.344,18289.756,13348.500,0.148,0.828,,,,3
0.084,123.501,18619.907,13768.000,0.153,0.832,,,,3
0.076,125.533,19104.300,14141.500,0.157,0.824,,,,3
0.064,124.138,19962.449,14369.000,0.160,0.826,,,,3
0.078,127.777,20015.037,14718.000,0.164,0.822,,,,3
0.070,127.461,20407.988,15104.000,0.168,0.844,,,,3
0.081,130.216,20925.117,15609.500,0.173,0.829,,,,3
0.074,131.541,21489.167,15861.500,0.176,0.825,,,,3
0.075,132.334,21915.898,16285.000,0.181,0.836,,,,3
0.070,134.568,22549.874,16739.500,0.186,0.832,,,,3
0.076,136.721,23116.124,17135.500,0.190,0.823,,,,3
0.056,137.980,23666.784,17544.500,0.195,0.827,,,,3
0.071,139.384,24048.534,17936.500,0.199,0.822,,,,3
0.067,142.809,25575.925,18577.500,0.206,0.826,,,,3
0.072,145.840,26209.113,19367.500,0.215,0.835,,,,3
0.067,147.375,27152.733,19958.000,0.222,0.825,,,,3
0.060,149.986,27814.447,20163.500,0.224,0.824,,,,3
0.076,152.113,28728.220,20735.500,0.230,0.829,,,,3
0.071,152.845,28170.837,21005.500,0.233,0.835,,,,3
0.083,156.259,28876.221,21415.000,0.238,0.835,,,,3
0.076,156.920,29746.404,21845.500,0.243,0.826,,,,3
0.055,157.010,30177.832,21967.000,0.244,0.829,,,,3
0.079,158.781,30135.142,22116.500,0.246,0.827,,,,3
0.060,156.811,30343.475,22212.500,0.247,0.836,,,,3
0.077,155.902,28477.759,21009.500,0.233,0.815,,,,3
0.067,154.812,28158.984,20671.000,0.230,0.809,,,,3
0.061,151.564,27160.950,20321.500,0.226,0.812,,,,3
0.062,155.430,28409.045,21228.500,0.236,0.823,,,,3
0.065,154.805,28327.362,21374.000,0.237,0.830,,,,3
0.060,155.659,29450.915,21652.000,0.241,0.813,,,,3
0.050,155.751,28434.590,21300.000,0.237,0.816,,,,3
0.025,153.493,28583.214,20551.500,0.228,0.783,,,,3
0.050,152.175,26728.584,20272.000,0.225,0.829,,,,3
0.063,148.968,26072.006,19257.000,0.214,0.829,,,,3
0.048,143.767,25511.999,18912.000,0.210,0.829,,,,3
0.054,140.076,24293.444,18180.500,0.202,0.837,,,,3
0.039,134.990,22484.121,16886.000,0.188,0.836,,,,3
0.025,131.108,21550.189,16059.000,0.178,0.844,,,,3
0.021,124.760,20325.667,15166.000,0.169,0.856,,,,3
0.007,120.420,18998.738,14376.500,0.160,0.862,,,,3
0.019,120.210,18060.137,13737.500,0.153,0.849,,,,3
0.017,116.591,17565.663,13393.500,0.149,0.865,,,,3
0.026,118.708,17178.031,13040.500,0.145,0.846,,,,3
0.014,116.080,16584.587,12780.500,0.142,0.867,,,,3
0.029,115.560,16206.343,12604.500,0.140,0.855,,,,3
0.021,113.597,16500.302,12313.000,0.137,0.844,,,,3
0.029,112.619,16124.082,12321.000,0.137,0.852,,,,3
0.021,110.525,16430.881,12365.500,0.137,0.866,,,,3
0.030,112.900,16283.522,12311.000,0.137,0.850,,,,3
0.027,110.750,15475.128,12174.000,0.135,0.865,,,,3
0.016,111.792,15477.833,11964.000,0.133,0.863,,,,3
0.012,109.045,15649.964,12025.500,0.134,0.862,,,,3
0.030,114.072,15941.915,12202.500,0.136,0.856,,,,3
0.041,113.348,16740.853,12329.500,0.137,0.838,,,,3
0.029,111.874,16438.022,12436.000,0.138,0.854,,,,3
0.020,115.358,16766.744,12696.500,0.141,0.861,,,,3
0.009,114.390,16606.667,12868.500,0.143,0.873,,,,3
0.021,116.715,16870.972,13234.500,0.147,0.858,,,,3
0.036,117.442,17182.587,13436.000,0.149,0.859,,,,3
0.042,119.794,17720.864,13742.500,0.153,0.846,,,,3
0.031,118.478,17422.138,13804.500,0.153,0.856,,,,3
0.025,119.113,17669.344,13754.500,0.153,0.858,,,,3
0.030,118.549,17519.836,13861.500,0.154,0.850,,,,3
0.023,117.901,17909.192,13892.500,0.154,0.861,,,,3
0.008,116.372,18060.021,14004.000,0.156,0.862,,,,3
0.009,118.295,18131.285,14113.000,0.157,0.865,,,,3
0.013,119.233,17843.264,14405.000,0.160,0.866,,,,3
0.020,120.882,17742.199,14475.500,0.161,0.869,,,,3
0.012,118.860,17976.787,14445.000,0.161,0.866,,,,3
0.003,118.861,18187.162,14450.000,0.161,0.864,,,,3
0.001,118.052,17646.405,14273.000,0.159,0.869,,,,3
0.008,116.309,17358.068,13761.000,0.153,0.861,,,,3
0.007,116.011,16692.944,13469.500,0.150,0.869,,,,3
0.006,115.763,16529.618,13235.500,0.147,0.876,,,,3
0.002,113.194,16338.055,13017.000,0.145,0.879,,,,3
0.018,113.459,15901.710,12769.500,0.142,0.886,,,,3
0.018,113.321,15777.646,12829.500,0.143,0.877,,,,3
0.023,112.486,15393.001,12546.500,0.139,0.885,,,,3
0.022,111.940,15615.290,12166.000,0.135,0.873,,,,3
0.037,109.839,14620.811,11779.000,0.131,0.873,,,,3
0.059,110.519,14249.997,11537.500,0.128,0.877,,,,3
0.051,108.918,14401.564,11415.000,0.127,0.872,,,,3
0.061,111.872,14127.141,11303.500,0.126,0.865,,,,3
0.065,110.044,13877.665,11288.500,0.125,0.870,,,,3
0.073,111.642,13996.874,11175.500,0.124,0.872,,,,3
0.083,111.032,13679.017,11099.500,0.123,0.862,,,,3
0.071,111.781,13967.988,11060.500,0.123,0.862,,,,3
0.089,112.222,13403.627,11078.500,0.123,0.862,,,,3
0.071,109.568,13875.286,11013.500,0.122,0.864,,,,3
0.079,110.637,13137.418,11012.000,0.122,0.870,,,,3
0.084,110.529,13499.478,11067.000,0.123,0.868,,,,3
0.085,112.694,13566.062,11139.000,0.124,0.860,,,,3
0.104,112.512,13136.097,11222.000,0.125,0.866,,,,3
0.094,113.189,13563.785,11180.500,0.124,0.864,,,,3
0.083,112.110,13743.036,11220.500,0.125,0.860,,,,3
0.095,112.468,13845.162,11174.000,0.124,0.870,,,,3
0.115,114.334,13124.856,11069.500,0.123,0.862,,,,3
0.107,115.363,13768.812,11208.500,0.125,0.858,,,,3
0.124,115.623,13187.345,11194.500,0.124,0.870,,,,3
0.108,112.762,13720.067,11218.500,0.125,0.865,,,,3
0.127,112.419,13491.849,11085.500,0.123,0.867,,,,3
0.094,112.053,13614.583,11200.000,0.124,0.863,,,,3
0.113,112.295,13668.590,11123.500,0.124,0.864,,,,3
0.185,116.994,14144.490,11139.500,0.124,0.848,,,,3
0.186,118.207,15382.380,11163.000,0.124,0.837,,,,3
0.175,122.558,15111.462,11176.500,0.124,0.821,,,,3
0.167,123.502,15273.192,11285.500,0.125,0.802,,,,3
0.176,119.685,15237.769,11344.000,0.126,0.815,,,,3
0.194,122.768,15092.991,11418.500,0.127,0.816,,,,3
0.165,121.553,15696.361,11459.500,0.127,0.807,,,,3
0.182,122.482,14969.335,11489.500,0.128,0.821,,,,3
0.176,121.978,15278.594,11395.000,0.127,0.819,,,,3
0.206,119.790,14896.636,11242.000,0.125,0.837,,,,3
0.195,121.138,14409.289,11259.500,0.125,0.836,,,,3
0.179,120.736,14805.219,11207.000,0.125,0.812,,,,3
0.188,122.066,15381.901,11317.500,0.126,0.792,,,,3
0.194,122.416,15059.557,11421.000,0.127,0.813,,,,3
0.191,122.806,14991.491,11488.000,0.128,0.808,,,,3
0.169,122.851,16099.088,11520.000,0.128,0.790,,,,3
0.168,121.644,15889.302,11629.000,0.129,0.817,,,,3
0.210,123.164,15276.151,11592.000,0.129,0.821,,,,3
0.192,123.370,15369.163,11674.500,0.130,0.802,,,,3
0.189,124.791,15424.322,11639.000,0.129,0.798,,,,3
0.215,123.379,15256.804,11652.000,0.129,0.801,,,,3
0.201,122.299,15244.346,11550.500,0.128,0.797,,,,3
0.185,123.019,15349.888,11550.000,0.128,0.810,,,,3
0.187,121.478,15207.994,11507.000,0.128,0.818,,,,3
0.190,123.068,15619.495,11653.000,0.129,0.796,,,,3
0.177,121.998,15647.560,11576.000,0.129,0.801,,,,3
0.175,122.641,15332.415,11694.000,0.130,0.811,,,,3
0.198,124.010,14823.391,11600.000,0.129,0.832,,,,3
0.182,122.062,15303.225,11583.500,0.129,0.814,,,,3
0.188,120.293,15490.038,11463.500,0.127,0.800,,,,3
0.157,119.266,15047.011,11240.000,0.125,0.821,,,,3
0.160,118.807,15037.006,11051.000,0.123,0.824,,,,3
0.148,117.384,14732.265,10933.500,0.121,0.823,,,,3
0.171,118.277,14520.539,10955.500,0.122,0.818,,,,3
0.154,117.210,14370.602,10924.500,0.121,0.822,,,,3
0.130,113.805,14904.580,10764.000,0.120,0.816,,,,3
0.157,113.948,14202.293,10637.500,0.118,0.823,,,,3
0.142,112.101,14014.649,10541.500,0.117,0.830,,,,3
0.128,109.641,13783.787,10398.000,0.116,0.827,,,,3
0.123,108.703,13616.871,10276.500,0.114,0.833,,,,3
0.101,107.055,13769.866,10107.500,0.112,0.828,,,,3
0.071,108.018,12958.549,9892.500,0.110,0.841,,,,3
0.047,107.741,12770.455,9808.000,0.109,0.854,,,,3
0.063,103.857,13050.434,9794.000,0.109,0.851,,,,3
0.059,101.927,12918.024,9742.000,0.108,0.859,,,,3
0.069,104.833,12821.044,9936.000,0.110,0.844,,,,3
0.083,102.677,13285.647,10075.000,0.112,0.847,,,,3
0.075,105.359,13662.782,10137.500,0.113,0.838,,,,3
0.049,102.806,13409.812,10249.000,0.114,0.862,,,,3
0.050,103.107,12769.063,10299.000,0.114,0.875,,,,3
0.041,104.497,12443.832,10193.500,0.113,0.882,,,,3
0.052,104.533,12472.568,10212.500,0.113,0.898,,,,3
0.089,107.092,12879.164,10152.500,0.113,0.878,,,,3
0.137,112.696,12799.207,10222.000,0.114,0.857,,,,3
0.154,116.537,13418.444,10423.000,0.116,0.852,,,,3
0.148,117.613,14034.931,10439.000,0.116,0.837,,,,3
0.159,118.888,13981.911,10395.500,0.116,0.856,,,,3
0.191,121.566,14267.577,10605.000,0.118,0.854,,,,3
0.195,119.151,14675.541,10635.500,0.118,0.877,,,,3
0.184,117.920,14630.928,10498.000,0.117,0.897,,,,3
0.190,121.032,14962.349,10566.000,0.117,0.874,,,,3
0.198,121.226,14580.070,10542.500,0.117,0.887,,,,3
0.219,120.296,15146.524,10487.000,0.117,0.872,,,,3
0.242,119.177,15049.779,10459.500,0.116,0.880,,,,3
0.260,116.297,15526.543,10492.000,0.117,0.900,,,,3
0.266,119.317,15519.496,10543.500,0.117,0.881,,,,3
0.290,118.876,15423.607,10554.500,0.117,0.892,,,,3
0.313,117.627,15416.695,10556.500,0.117,0.891,,,,3
0.319,118.489,15379.256,10628.000,0.118,0.887,,,,3
0.321,120.463,15241.121,10536.500,0.117,0.886,,,,3
0.330,118.068,15132.489,10683.500,0.119,0.885,,,,3
0.362,119.219,15013.775,10590.000,0.118,0.879,,,,3
0.350,118.643,15015.779,10661.000,0.118,0.889,,,,3
0.355,120.562,14707.304,10543.000,0.117,0.874,,,,3
0.365,120.238,14901.479,10669.500,0.119,0.877,,,,3
0.358,123.861,14931.663,10798.000,0.120,0.866,,,,3
0.358,123.094,15400.895,10778.000,0.120,0.872,,,,3
0.353,120.976,15142.246,10802.500,0.120,0.883,,,,3
0.329,121.786,15250.362,10882.500,0.121,0.887,,,,3
0.290,119.744,15218.414,10995.000,0.122,0.907,,,,3
0.251,120.921,15827.631,11178.000,0.124,0.910,,,,3
0.258,120.135,15466.936,11096.000,0.123,0.899,,,,3
0.217,124.498,15352.186,11184.000,0.124,0.894,,,,3
0.211,123.586,14915.738,11088.000,0.123,0.875,,,,3
0.193,125.295,15134.161,11121.500,0.124,0.868,,,,3
0.152,122.111,15587.537,11301.500,0.126,0.863,,,,3
0.141,119.709,15556.152,11324.500,0.126,0.857,,,,3
0.116,118.534,15848.649,11355.000,0.126,0.830,,,,3
0.093,117.274,15325.637,11396.000,0.127,0.848,,,,3
0.088,116.986,15982.755,11426.000,0.127,0.839,,,,3
0.076,114.368,15605.367,11410.000,0.127,0.833,,,,3
0.059,112.962,15514.829,11387.000,0.127,0.839,,,,3
0.044,115.123,15854.102,11387.500,0.127,0.849,,,,3
0.032,111.501,15469.219,11287.500,0.125,0.858,,,,3
0.002,110.825,15653.460,11415.000,0.127,0.865,,,,3
0.031,109.043,15853.113,11317.500,0.126,0.869,,,,3
0.035,108.408,16421.362,11271.000,0.125,0.867,,,,3
0.074,107.407,16183.435,11035.500,0.123,0.870,,,,3
0.100,105.554,16096.695,11123.000,0.124,0.872,,,,3
0.126,104.653,16715.335,11233.000,0.125,0.872,,,,3
0.146,104.513,16272.164,11066.500,0.123,0.878,,,,3
0.159,105.572,15815.270,11116.000,0.124,0.874,,,,3
0.190,106.052,15714.100,11048.500,0.123,0.889,,,,3
0.204,108.737,15760.594,11192.000,0.124,0.868,,,,3
0.191,105.659,15787.577,10846.000,0.121,0.868,,,,3
0.215,108.344,15735.824,10910.500,0.121,0.857,,,,3
0.243,108.951,15862.507,10920.500,0.121,0.849,,,,3
0.293,108.264,15453.356,10730.500,0.119,0.845,,,,3
0.268,113.633,15599.264,11309.000,0.126,0.863,,,,3
0.301,112.244,15896.306,11239.000,0.125,0.858,,,,3
0.308,114.336,15481.331,11168.500,0.124,0.861,,,,3
0.315,113.637,15274.512,11249.000,0.125,0.870,,,,3
0.335,112.023,15378.700,10939.500,0.122,0.862,,,,3
0.359,109.623,15388.621,10833.500,0.120,0.841,,,,3
0.333,112.220,15460.337,11099.500,0.123,0.869,,,,3
0.311,112.573,15599.959,11125.000,0.124,0.855,,,,3
0.284,112.227,15200.437,10941.500,0.122,0.876,,,,3
0.232,108.450,15769.078,11040.000,0.123,0.895,,,,3
0.156,102.430,14540.656,10205.500,0.113,0.890,,,,3
0.101,101.250,14466.579,10396.000,0.116,0.889,,,,3
0.075,104.295,14667.394,10678.500,0.119,0.881,,,,3
0.032,106.192,14307.816,10771.000,0.120,0.884,,,,3
0.004,105.191,14184.121,10631.500,0.118,0.875,,,,3
0.007,106.817,14013.579,10838.500,0.120,0.892,,,,3
0.023,109.943,14314.990,11215.500,0.125,0.891,,,,3
0.021,109.373,14421.780,11131.500,0.124,0.875,,,,3
0.026,108.689,14253.248,11116.000,0.124,0.880,,,,3
0.026,109.272,14361.423,11206.500,0.125,0.882,,,,3
0.024,110.232,14335.899,11475.500,0.128,0.884,,,,3
0.024,108.666,13911.089,11346.000,0.126,0.891,,,,3
0.018,107.887,14060.649,11302.500,0.126,0.892,,,,3
0.013,108.712,14253.160,11235.000,0.125,0.884,,,,3
0.008,107.923,13982.097,11178.000,0.124,0.888,,,,3
0.007,107.368,14424.420,11172.000,0.124,0.892,,,,3
0.012,105.742,14169.528,11092.000,0.123,0.893,,,,3
0.007,105.522,13515.293,10892.000,0.121,0.887,,,,3
0.012,104.943,13616.988,10873.000,0.121,0.886,,,,3
0.013,103.514,13408.708,10693.000,0.119,0.880,,,,3
0.018,103.848,13218.628,10546.000,0.117,0.882,,,,3
0.020,101.987,13140.114,10409.500,0.116,0.893,,,,3
0.030,101.106,13407.726,10324.000,0.115,0.893,,,,3
0.024,100.772,12759.470,10251.000,0.114,0.894,,,,3
0.014,100.172,12927.779,10282.500,0.114,0.892,,,,3
0.012,99.859,12798.582,10176.500,0.113,0.890,,,,3
