angle_90,r,area_ellipse,area_contour,proportion,eccentricity,norm_r,norm_area_ellipse,norm_area_contour,label
0.474,91.022,9431.45,6566,0.395,0.535,0.296172073,0.141516359,0.125063664,5
0.539,98.065,9148.615,6130,0.35,0.522,0.329349639,0.13682241,0.115614265,5
0.563,85.252,8976.983,5948,0.372,0.286,0.268991247,0.133973995,0.111669791,5
0.466,89.459,8988.874,6357,0.395,0.576,0.288809225,0.134171338,0.120534021,5
0.482,92.992,9162.831,6163.5,0.344,0.485,0.305452182,0.13705834,0.116340308,5
0.5,96.22,9353.175,6519,0.361,0.464,0.32065837,0.140217302,0.124045036,5
0.763,87.018,8973.408,5912,0.358,0.408,0.27731037,0.133914664,0.110889566,5
0.603,89.528,9364.076,6418,0.392,0.523,0.289134265,0.140398215,0.12185607,5
0.626,98.455,10372.486,6537,0.329,0.255,0.331186818,0.157133854,0.124435149,5
0.872,93.013,8741.249,5458.5,0.312,0.408,0.305551107,0.130061738,0.10106089,5
0.459,98.835,9602.994,6350.5,0.349,0.374,0.332976889,0.144363314,0.120393147,5
0.212,105.526,10863.535,6288,0.293,0.355,0.364496283,0.165283335,0.119038589,5
0.436,105.478,10814.129,6433.5,0.32,0.381,0.364270169,0.16446339,0.122192001,5
0.443,100.695,10464.711,7243.5,0.36,0.594,0.341738819,0.158664426,0.139747077,5
0.899,102.738,11230.834,6381,0.312,0.489,0.35136281,0.171379053,0.121054171,5
0.9,101.98,11610.853,6346.5,0.276,0.421,0.347792088,0.177685873,0.120306455,5
0.807,103.019,10461.449,5982.5,0.31,0.709,0.352686521,0.158610289,0.112417507,5
0.836,91.016,9291.411,5779,0.338,0.8,0.296143809,0.139192262,0.108007065,5
0.878,106.665,12228.421,6444,0.279,0.475,0.369861788,0.187935072,0.122419566,5
0.796,106.581,10924.263,6784.5,0.319,0.671,0.369466088,0.166291181,0.1297992,5
0.963,110.148,10740.649,6323.5,0.304,0.66,0.386269208,0.163243911,0.119807978,5
0.864,107.36,11391.533,6604,0.31,0.536,0.373135735,0.174046024,0.125887236,5
0.848,109.948,11981.4,7249,0.322,0.577,0.385327065,0.183835495,0.139866278,5
0.597,108.163,12209.873,7583,0.325,0.472,0.376918439,0.187627248,0.147105038,5
0.938,110.917,12125.206,7653,0.34,0.48,0.389891748,0.186222109,0.148622143,5
0.872,106.216,11521.137,6596.5,0.305,0.487,0.367746677,0.176196941,0.125724689,5
0.68,103.184,11317.78,7246,0.347,0.415,0.353463789,0.172822015,0.139801259,5
0.592,103.997,11220.249,6654.5,0.316,0.494,0.3572936,0.171203384,0.126981719,5
0.592,104.254,10898.057,7159,0.342,0.475,0.358504254,0.165856264,0.137915714,5
0.612,103.613,10741.18,6867.5,0.346,0.475,0.355484685,0.163252723,0.131598054,5
0.627,105.126,11372.781,6630.5,0.319,0.476,0.362611997,0.173734815,0.126461568,5
0.575,99.315,11330.468,6596.5,0.334,0.495,0.335238032,0.173032585,0.125724689,5
0.613,103.541,11176.388,7305,0.356,0.421,0.355145514,0.170475464,0.141079962,5
0.225,102.351,11523.445,7568,0.344,0.491,0.349539763,0.176235244,0.146779944,5
0.147,102.459,10767.483,7448.5,0.365,0.552,0.35004852,0.16368925,0.144190028,5
0.12,93.394,10263.328,7254,0.413,0.468,0.307345889,0.15532226,0.139974643,5
0.092,103.641,11501.048,8191,0.4,0.692,0.355616585,0.175863542,0.160282182,5
0.065,97.48,10525.141,7417.5,0.389,0.663,0.32659387,0.159667326,0.143518167,5
0.163,96.356,10154.546,7494,0.425,0.61,0.321299027,0.153516907,0.145176147,5
0.101,101.894,10636.156,7059,0.35,0.681,0.347386966,0.161509738,0.135748421,5
0.096,96.456,10257.907,7434,0.412,0.539,0.321770098,0.155232293,0.143875771,5
0.106,93.424,10150.943,6550,0.369,0.626,0.30748721,0.153457111,0.124716897,5
0.093,97.639,10151.801,7046.5,0.394,0.574,0.327342874,0.153471351,0.135477509,5
0.174,99.288,10031.984,6603,0.371,0.592,0.335110843,0.15148286,0.125865563,5
0.158,97.395,10948.46,6494,0.348,0.677,0.32619346,0.166692756,0.123503213,5
0.137,96.328,10228.257,7264,0.408,0.608,0.321167127,0.15474022,0.140191372,5
0.019,100.357,10622.889,7260,0.376,0.638,0.340146597,0.161289558,0.14010468,5
0.129,96.737,10190.389,7391.5,0.415,0.587,0.323093809,0.15411176,0.142954671,5
0.078,101.9,10543.903,7233,0.356,0.541,0.347415231,0.159978701,0.139519511,5
0.203,99.286,9997.931,7028.5,0.386,0.626,0.335101422,0.150917714,0.135087396,5
0.27,101.845,10278.338,7258.5,0.373,0.569,0.347156141,0.155571367,0.140072171,5
0.28,95.395,10250.797,6982.5,0.38,0.51,0.31677203,0.155114295,0.134090441,5
0.321,97.282,10013.449,6748.5,0.347,0.544,0.325661149,0.151175252,0.129018975,5
0.499,100.458,10519.263,6026.5,0.312,0.581,0.34062238,0.159569774,0.113371116,5
0.383,103.58,11135.931,6749.5,0.317,0.489,0.355329232,0.169804037,0.129040648,5
0.811,101.818,10344.371,5792.5,0.299,0.442,0.347028952,0.156667255,0.10829965,5
0.976,96.881,9378.666,5436,0.321,0.588,0.323772152,0.140640352,0.100573249,5
0.883,97.279,9959.721,6348,0.347,0.482,0.325647017,0.150283579,0.120338965,5
0.767,94.024,9943.333,6355,0.361,0.513,0.310313639,0.150011602,0.120490675,5
0.922,100.707,10135.239,6471,0.337,0.368,0.341795348,0.153196487,0.123004736,5
0.892,93.635,9725.382,6128.5,0.324,0.38,0.308481171,0.146394473,0.115581756,5
0.785,99.708,10182.716,5501.5,0.301,0.549,0.337089343,0.153984418,0.101992826,5
0.562,94.8,10172.025,5539,0.306,0.518,0.313969154,0.15380699,0.102805561,5
0.598,94.471,9888.233,6497.5,0.357,0.44,0.312419329,0.149097159,0.123579068,5
0.26,89.578,9967.842,6233,0.366,0.466,0.289369801,0.150418355,0.117846577,5
0.233,92.979,10171.149,6918,0.394,0.473,0.305390942,0.153792452,0.132692537,5
0.139,97.018,10257.772,6625,0.366,0.455,0.32441752,0.155230053,0.126342367,5
0.263,93.929,10209.057,6982,0.389,0.539,0.309866121,0.154421575,0.134079605,5
0.438,98.528,10174.463,6470.5,0.35,0.455,0.3315307,0.153847451,0.122993899,5
0.241,92.85,10122.955,6580.5,0.381,0.476,0.30478326,0.152992621,0.125377922,5
0.246,97.538,9946.686,7020,0.385,0.549,0.326867092,0.150067249,0.134903176,5
0.164,95.645,10361.442,7019.5,0.371,0.411,0.317949708,0.156950567,0.13489234,5
0.049,91.76,9798.922,6791.5,0.378,0.332,0.299648581,0.147614948,0.129950911,5
0.293,97.77,10157.82,6736.5,0.367,0.558,0.327959978,0.153571243,0.128758899,5
0.151,97.335,10379.818,7111,0.376,0.594,0.325910817,0.157255536,0.136875413,5
0.271,92.994,9709.452,6792.5,0.367,0.058,0.305461603,0.146130098,0.129972584,5
0.382,91.483,9395.391,6520,0.369,0.298,0.298343713,0.140917921,0.124066709,5
0.224,96.494,9902.847,6662.5,0.36,0.289,0.321949105,0.149339694,0.127155102,5
0.509,99.606,10423.653,6783.5,0.355,0.453,0.33660885,0.157983024,0.129777527,5
0.595,90.148,8632.656,5787.5,0.33,0.376,0.292054908,0.128259521,0.108191285,5
0.247,87.871,8566.02,5761.5,0.352,0.208,0.28132861,0.127153626,0.107627789,5
0.317,92.782,9084.575,6214.5,0.374,0.457,0.304462931,0.135759598,0.117445628,5
0.379,92.03,9122.926,6361,0.377,0.496,0.300920474,0.136396074,0.120620713,5
0.933,90.33,8842.689,4815.5,0.294,0.417,0.292912258,0.131745243,0.087125194,5
0.604,83.324,9334.265,5352.5,0.329,0.45,0.259908989,0.13990347,0.098763559,5
0.593,92.026,9611.183,6109,0.351,0.467,0.300901631,0.144499219,0.115159134,5
0.633,86.63,9607.763,6163,0.375,0.502,0.275482613,0.144442461,0.116329472,5
0.784,90.845,9501.991,6305,0.378,0.351,0.295338276,0.142687062,0.119407029,5
0.382,92.671,9317.995,6220,0.355,0.393,0.303940042,0.139633452,0.117564829,5
0.752,89.696,9231.727,5159,0.308,0.367,0.289925665,0.138201743,0.094569846,5
0.379,87.451,8980.998,5468.5,0.346,0.502,0.27935011,0.134040628,0.101277619,5
0.462,95.879,8911.858,5938,0.357,0.442,0.319052016,0.132893176,0.111453062,5
0.721,92.205,9247.476,4870,0.287,0.673,0.301744849,0.138463114,0.088306369,5
0.518,93.718,9290.322,5646.5,0.332,0.55,0.308872161,0.139174189,0.105135402,5
0.689,89.532,9431.86,5039.5,0.304,0.287,0.289153108,0.141523163,0.091979931,5
0.492,94.008,9233.878,6222.5,0.36,0.278,0.310238268,0.138237441,0.117619011,5
0.149,90.453,9749.167,5653,0.327,0.545,0.293491676,0.146789211,0.105276276,5
0.472,95.234,9526.316,5793.5,0.333,0.458,0.316013605,0.143090761,0.108321323,5
0.442,94.329,9117.998,5709.5,0.33,0.64,0.311750407,0.136314289,0.106500796,5
0.236,91.784,9313.043,6323.5,0.374,0.518,0.299761638,0.139551268,0.119807978,5
0.512,92.181,9499.226,6298,0.37,0.388,0.301631792,0.142641174,0.119255318,5
0.249,94.169,9172.217,6323.5,0.366,0.476,0.310996693,0.137214111,0.119807978,5
0.334,89.77,9599.515,6381.5,0.381,0.441,0.290274258,0.144305576,0.121065008,5
0.256,92.526,9177.791,6376,0.383,0.405,0.303256988,0.137306617,0.120945807,5
0.443,85.609,8788.822,6308,0.404,0.487,0.270672973,0.130851262,0.119472047,5
0.34,86.707,8243.141,6085,0.393,0.493,0.275845338,0.121795105,0.114638983,5
0.17,87.12,8965.557,6101,0.381,0.541,0.277790863,0.133784368,0.11498575,5
0.399,88.871,8630.373,5650.5,0.337,0.322,0.286039325,0.128221632,0.105222093,5
0.433,91.298,8941.223,6095.5,0.372,0.404,0.29747223,0.133380519,0.114866549,5
0.312,93.461,8683.558,6181,0.374,0.507,0.307661507,0.129104294,0.116719585,5
0.268,84.61,7976.71,4969,0.332,0.356,0.265966968,0.117373398,0.090451989,5
0.487,93.683,9640.868,5575,0.331,0.536,0.308707286,0.144991873,0.103585787,5
0.451,95.49,9267.225,5505.5,0.315,0.437,0.317219548,0.13879087,0.102079518,5
0.513,92.459,9519.331,5430,0.325,0.429,0.30294137,0.142974837,0.100443211,5
0.726,91.468,8999.411,4916,0.287,0.459,0.298273052,0.134346211,0.089303324,5
0.138,95.43,9213.388,5642.5,0.336,0.31,0.316936905,0.137897387,0.10504871,5
0.284,91.148,9271.899,5803.5,0.369,0.401,0.296765623,0.13886844,0.108538052,5
0.193,87.219,9148.057,6058.5,0.388,0.447,0.278257224,0.13681315,0.11406465,5
0.819,89.06,9141.998,5277,0.33,0.284,0.28692965,0.136712594,0.097127253,5
0.186,89.687,8491.645,5989.5,0.368,0.538,0.289883268,0.125919293,0.112569218,5
0.375,89.164,8911.888,5916,0.358,0.5,0.287419565,0.132893674,0.110976257,5
0.069,93.467,8895.033,5975,0.357,0.539,0.307689771,0.132613947,0.11225496,5
0.232,91.596,8981.964,6219.5,0.374,0.499,0.298876023,0.13405666,0.117553993,5
0.191,87.459,8156.369,6093.5,0.424,0.598,0.279387795,0.120355031,0.114823203,5
0.13,80.687,7146.37,5246,0.431,0.545,0.247486834,0.103593022,0.096455392,5
0.26,79.346,6878.786,5146.5,0.426,0.624,0.241169765,0.09915218,0.094298935,5
0.408,85.67,7986.724,4795,0.339,0.627,0.270960326,0.117539591,0.086680899,5
0.469,92.828,8826.921,5766,0.347,0.503,0.304679624,0.131483556,0.107725317,5
0.577,93.3,8976.751,6222,0.415,0.635,0.306903082,0.133970144,0.117608175,5
0.382,89.652,8788.922,6242.5,0.405,0.65,0.289718393,0.130852922,0.11805247,5
0.43,92.243,8367.674,5589.5,0.37,0.626,0.301923856,0.123861863,0.103900044,5
0.585,88.997,8376.594,6095,0.43,0.566,0.286632875,0.124009899,0.114855712,5
0.506,96.238,9475.188,6420,0.386,0.501,0.320743162,0.142242237,0.121899416,5
0.601,94.988,9726.154,6589.5,0.399,0.521,0.314854769,0.146407285,0.125572978,5
0.497,99.589,10002.766,6807,0.388,0.44,0.336528768,0.150997956,0.130286841,5
0.48,96.865,9622.257,6939.5,0.408,0.604,0.323696781,0.144683004,0.133158505,5
0.351,97.747,10161.29,6879.5,0.367,0.485,0.327851631,0.153628831,0.131858129,5
0.211,97.929,10816.094,7011,0.358,0.444,0.328708981,0.164496001,0.13470812,5
0.22,93.435,9790.613,7053,0.406,0.611,0.307539028,0.147477051,0.135618383,5
0.016,96.396,10371.363,7228.5,0.39,0.597,0.321487455,0.157115216,0.139421983,5
0.109,92.889,10051.324,7513,0.432,0.598,0.304966978,0.151803828,0.145587933,5
0.107,90.183,10021.608,6118,0.36,0.389,0.292219783,0.151310659,0.11535419,5
0.347,85.898,9683.493,6829.5,0.441,0.501,0.272034369,0.145699281,0.130774482,5
0.379,84.582,8310.371,5803.5,0.425,0.534,0.265835068,0.122910858,0.108538052,5
0.339,84.766,9462.445,6728.5,0.458,0.456,0.26670184,0.142030754,0.128585516,5
0.998,75.114,9396.7,5981,0.43,0.429,0.221234019,0.140939645,0.112384998,5
0.561,83.179,10537.307,6545,0.417,0.231,0.259225935,0.159869234,0.124608533,5
0.346,86.743,10367.588,6868.5,0.42,0.252,0.276014924,0.157052566,0.131619727,5
0.347,90.518,10158.783,6505,0.393,0.521,0.293797873,0.153587225,0.123741615,5
0.173,91.447,11205.248,7389,0.415,0.404,0.298174127,0.170954426,0.142900489,5
0.738,93.747,11232.948,7359,0.41,0.273,0.309008771,0.171414137,0.142250301,5
0.045,96.516,12066.363,8190.5,0.433,0.156,0.322052741,0.185245547,0.160271345,5
0.318,98.082,12154.525,8408.5,0.423,0.443,0.329429721,0.186708689,0.164996045,5
0.002,101.435,13356.95,8643,0.387,0.436,0.345224748,0.206664213,0.170078348,5
0.233,98.921,12007.655,8223.5,0.412,0.583,0.333382011,0.184271225,0.160986552,5
0.102,92.748,11363.503,8109.5,0.45,0.412,0.304302767,0.173580836,0.158515837,5
0.139,91.314,10970.245,8192.5,0.469,0.548,0.297547602,0.167054301,0.160314691,5
0.017,89.611,10703.562,8114.5,0.484,0.54,0.289525254,0.162628412,0.158624202,5
0.027,92.68,10374.271,8304.5,0.488,0.55,0.303982438,0.157163478,0.16274206,5
0.15,91.887,11013.707,8189.5,0.496,0.552,0.300246841,0.167775599,0.160249672,5
0.074,93.401,11272.493,8506.5,0.499,0.506,0.307378864,0.172070429,0.167119992,5
0.048,95.093,11475.2,8854,0.515,0.515,0.315349394,0.175434567,0.174651337,5
0.241,98.112,12921.976,9242,0.471,0.567,0.329571042,0.199445356,0.183060435,5
0.16,97.545,12655.977,9167,0.459,0.62,0.326900067,0.195030819,0.181434965,5
0.058,88.825,11392.246,8013,0.464,0.481,0.285822632,0.174057857,0.156424399,5
0.227,87.699,9590.476,6660,0.398,0.48,0.280518367,0.144155564,0.12710092,5
0.245,96.359,10294.503,6503,0.349,0.481,0.321313159,0.155839643,0.123698269,5
0.468,94.947,9435.657,6181,0.352,0.55,0.314661629,0.141586178,0.116719585,5
0.408,92.951,8896.36,5917,0.364,0.565,0.305259042,0.13263597,0.11099793,5
0.395,91.36,8927.492,5899,0.363,0.521,0.297764295,0.133152639,0.110607817,5
0.425,88.355,8273.291,5732,0.379,0.576,0.283608596,0.122295476,0.106988437,5
0.439,89.445,8285.622,5755.5,0.372,0.476,0.288743275,0.122500122,0.107497751,5
0.416,87.962,8052.987,5493,0.369,0.57,0.281757285,0.118639297,0.101808606,5
0.365,86.176,8143.248,5465,0.377,0.524,0.273343948,0.120137274,0.101201764,5
0.311,79.643,7483.449,5155.5,0.39,0.458,0.242568847,0.109187207,0.094493991,5
0.293,80.278,7299.031,5064.5,0.387,0.447,0.245560151,0.106126594,0.092521754,5
0.396,79.412,6710.288,4852.5,0.394,0.546,0.241480672,0.096355776,0.087927092,5
0.036,76.39,6469.614,4715,0.393,0.463,0.227244891,0.092361535,0.084947064,5
0.001,72.564,6094.51,4430.5,0.396,0.496,0.209221696,0.086136284,0.078781114,5
0.137,69.027,6169.933,4446,0.442,0.674,0.192559897,0.087388009,0.079117045,5
0.318,79.21,6713.229,4725.5,0.384,0.487,0.240529108,0.096404585,0.08517463,5
0.509,80.652,7448.835,4519.5,0.348,0.493,0.247321959,0.10861275,0.080710005,5
0.608,83.28,7135.616,4849,0.358,0.557,0.259701718,0.103414548,0.087851237,5
0.468,82.218,7470.524,4694.5,0.349,0.436,0.254698938,0.108972703,0.084502769,5
0.528,82.251,7297.853,5018,0.377,0.497,0.254854392,0.106107043,0.091513963,5
0.919,81.74,7112.361,4737.5,0.344,0.315,0.252447216,0.103028606,0.085434705,5
0.501,86.888,7643.802,4970.5,0.332,0.421,0.276697977,0.111848436,0.090484498,5
0.77,88.475,8022.186,4998.5,0.333,0.495,0.284173882,0.118128121,0.091091341,5
0.883,86.89,8036.395,5023.5,0.341,0.506,0.276707399,0.118363935,0.091633164,5
0.73,86.119,7871.4,4964.5,0.326,0.477,0.273075437,0.115625667,0.090354461,5
0.462,88.994,8079.514,5264,0.344,0.484,0.286618743,0.11907954,0.096845504,5
0.173,88.295,7510.683,5308,0.366,0.255,0.283325953,0.109639184,0.097799114,5
0.853,79.868,7665.756,5031,0.372,0.199,0.243628758,0.112212786,0.091795711,5
0.907,81.599,7562.83,5022,0.381,0.25,0.251783006,0.110504619,0.091600655,5
0.493,83.512,7395.214,5198.5,0.387,0.42,0.260794603,0.107722853,0.095425927,5
0.262,80.771,7022.432,4931.5,0.393,0.473,0.247882534,0.101536138,0.089639254,5
0.27,81.799,7277.105,4636,0.37,0.616,0.252725149,0.105762708,0.083234902,5
0.299,77.552,7744.873,4521.5,0.358,0.604,0.232718742,0.113525816,0.080753351,5
0.208,82.214,7228.48,4978.5,0.367,0.468,0.254680095,0.104955725,0.090657882,5
0.495,82.323,7357.166,4950.5,0.359,0.476,0.255193563,0.107091406,0.09005104,5
0.367,81.144,7123.74,4741,0.344,0.4,0.24963963,0.103217453,0.08551056,5
0.477,85.282,7529.133,4928.5,0.351,0.547,0.269132569,0.109945381,0.089574235,5
0.537,82.089,7303.645,4795,0.361,0.439,0.254091256,0.106203168,0.086680899,5
0.68,130.871,13856.85,9405.5,0.429,0.782,0.483889355,0.214960586,0.18660396,6
0.406,106.305,10975.559,8824.5,0.531,0.729,0.36816593,0.167142492,0.174011985,6
0.49,107.386,11202.378,8894.5,0.535,0.735,0.373258213,0.170906795,0.17552909,6
0.483,98.662,10363.914,8905,0.594,0.645,0.332161936,0.156991592,0.175756656,6
0.345,98.55,10629.373,8901.5,0.605,0.698,0.331634335,0.161397167,0.175680801,6
0.412,101.818,10775.414,9119,0.581,0.729,0.347028952,0.163820873,0.180394664,6
0.421,107.078,11144.443,8920.5,0.532,0.729,0.371807313,0.169945302,0.176092587,6
0.374,101.167,10434.87,8509,0.559,0.727,0.343962277,0.158169182,0.167174175,6
0.467,103.844,10394.596,7953,0.522,0.765,0.356572861,0.157500793,0.155124023,6
0.389,96.918,9417.861,7755,0.558,0.715,0.323946449,0.141290835,0.150832782,6
0.741,122.878,12686.119,8332.5,0.427,0.774,0.44623661,0.195531058,0.163348902,6
0.704,125.959,13837.171,9215.5,0.439,0.791,0.460750323,0.214633992,0.182486102,6
0.415,104.312,11210.068,9373.5,0.579,0.725,0.358777475,0.171034419,0.185910426,6
0.383,110.179,12268.83,10197.5,0.569,0.734,0.38641524,0.188605702,0.203768923,6
0.398,115.997,13696.929,11017.5,0.556,0.713,0.41382218,0.212306527,0.221540729,6
0.48,125.038,14816.177,12024.5,0.546,0.74,0.456411754,0.23088164,0.243365373,6
0.678,156.676,19348.411,13131,0.416,0.815,0.605449355,0.306098891,0.267346474,6
0.532,150.192,19295.409,14271.5,0.472,0.784,0.574905079,0.305219267,0.292064455,6
0.551,159.452,21119.672,15264.5,0.461,0.793,0.6185263,0.335494855,0.313585679,6
0.441,136.584,17683.013,14322,0.539,0.728,0.510801669,0.278459837,0.293158938,6
0.596,145.89,17680.532,13498.5,0.487,0.802,0.554639583,0.278418663,0.275311278,6
0.899,180.69,26692.941,13733.5,0.339,0.89,0.718572465,0.427989191,0.280404417,6
0.45,120.847,13796.16,11270,0.54,0.728,0.436669148,0.213953371,0.227013145,6
0.516,122.192,13308.075,10877.5,0.528,0.764,0.443005059,0.20585308,0.218506518,6
0.534,125.123,12891.626,10246.5,0.489,0.802,0.456812165,0.198941666,0.204830897,6
0.575,127.756,13444.436,9930.5,0.473,0.811,0.469215478,0.208116136,0.19798225,6
0.896,164.942,23726.751,11622,0.332,0.916,0.644388125,0.378762108,0.234642017,6
0.897,167.881,28710.33,11531,0.286,0.941,0.658232917,0.461469911,0.23266978,6
0.677,135.983,15236.832,10674.5,0.451,0.791,0.50797053,0.237862858,0.214106913,6
0.383,108.179,12096.361,10058.5,0.593,0.718,0.37699381,0.185743396,0.200756385,6
0.43,112.697,12673.081,10256.5,0.567,0.747,0.39827682,0.195314678,0.205047626,6
0.837,214.757,32183.476,17368,0.266,0.954,0.879052393,0.519110469,0.359174695,6
0.598,139.163,15055.397,10922.5,0.445,0.831,0.522950603,0.234851751,0.2194818,6
0.543,131.009,15177.518,11264.5,0.496,0.829,0.484539433,0.236878479,0.226893943,6
0.707,135.868,16102.081,11250.5,0.465,0.774,0.507428798,0.252222587,0.226590522,6
0.867,215.401,31909.736,16643.5,0.27,0.957,0.882086093,0.514567462,0.343472654,6
0.55,120.26,12894.092,10352,0.518,0.755,0.433903958,0.198982591,0.207117391,6
0.504,115.731,12171.566,9383,0.511,0.765,0.41256913,0.186991503,0.186116319,6
0.491,110.242,11084.476,8663,0.513,0.748,0.386712015,0.168950086,0.170511806,6
0.389,96.003,9411.17,7810,0.568,0.731,0.319636144,0.14117979,0.152024794,6
0.389,92.892,8798.341,7233,0.578,0.743,0.30498111,0.13100924,0.139519511,6
0.434,89.31,7942.749,6793.5,0.572,0.706,0.288107329,0.11680978,0.129994257,6
0.349,81.515,7651.354,6322.5,0.608,0.734,0.251387306,0.111973769,0.119786305,6
0.541,95.974,8094.28,5929.5,0.474,0.79,0.319499534,0.119324598,0.111268842,6
0.365,83.198,7111.748,5668.5,0.558,0.738,0.259315439,0.103018433,0.105612206,6
0.388,79.118,6645.544,5382.5,0.587,0.733,0.240095722,0.095281281,0.099413747,6
0.213,76.241,6276.037,5163.5,0.613,0.719,0.226542995,0.089148918,0.094667375,6
0.171,80.139,6355.35,4980.5,0.562,0.762,0.244905362,0.090465202,0.090701228,6
0.115,76.763,5876.228,4879,0.573,0.745,0.229001988,0.082513662,0.088501425,6
0.047,75.803,5589.239,4731.5,0.556,0.744,0.224479702,0.077750774,0.085304667,6
0.187,81.917,6520.476,4765.5,0.458,0.66,0.253281013,0.093205644,0.086041547,6
0.002,69.714,5234.693,4653,0.57,0.712,0.195796158,0.071866705,0.083603342,6
0.046,70.207,5384.671,4661,0.568,0.689,0.19811854,0.07435575,0.083776725,6
0.034,69.002,5272.123,4592.5,0.564,0.616,0.192442129,0.072487896,0.082292129,6
0.011,66.62,5185.774,4525,0.56,0.66,0.181221206,0.071054842,0.080829206,6
0.066,74.121,6307.773,4713.5,0.483,0.73,0.216556279,0.089675611,0.084914554,6
0.133,68.954,5166.784,4493.5,0.543,0.676,0.192216015,0.070739683,0.080146509,6
0.002,66.981,5195.308,4364,0.527,0.724,0.182921774,0.071213069,0.077339864,6
0.002,68.099,4983.384,4263,0.554,0.696,0.188188353,0.067695965,0.075150898,6
0.009,69.279,4891.808,4223.5,0.587,0.691,0.193746997,0.066176163,0.074294817,6
0.048,67.526,4600.642,4113,0.591,0.63,0.185489114,0.061343953,0.071899958,6
0.164,65.035,4664.995,4057.5,0.621,0.681,0.173754722,0.06241196,0.07069711,6
0.182,66.062,4891.767,4152,0.627,0.69,0.178592627,0.066175483,0.072745202,6
0.286,66.939,5255.119,4362.5,0.621,0.732,0.182723924,0.072205696,0.077307355,6
0.405,69.017,5258.392,4492.5,0.574,0.701,0.19251279,0.072260015,0.080124836,6
0.509,66.032,5359.037,4604,0.557,0.71,0.178451305,0.073930326,0.082541368,6
0.498,65.155,5305.563,4580,0.548,0.652,0.174320008,0.073042868,0.082021218,6
0.525,64.29,5578.12,4679,0.547,0.704,0.17024524,0.077566242,0.084166838,6
0.562,63.323,5374.537,4584.5,0.567,0.665,0.165689978,0.074187565,0.082118746,6
0.508,60.003,4942.004,4382.5,0.621,0.628,0.150050405,0.067009219,0.077740813,6
0.384,59.991,4670.25,4306.5,0.659,0.621,0.149993876,0.062499172,0.07609367,6
0.318,63.607,5077.928,4320,0.639,0.639,0.167027821,0.069265023,0.076386255,6
0.305,63.037,4844.933,4298,0.66,0.589,0.164342714,0.065398223,0.07590945,6
0.361,64.286,4937.186,4475.5,0.637,0.634,0.170226397,0.06692926,0.079756396,6
0.311,66.976,5240.155,4512,0.622,0.686,0.18289822,0.071957353,0.080547458,6
0.282,75.859,5661.937,4517,0.543,0.725,0.224743502,0.078957275,0.080655823,6
0.186,67.676,5212.124,4460.5,0.645,0.662,0.186195721,0.071492149,0.079431302,6
0.184,71.661,5790.281,4808.5,0.603,0.734,0.20496792,0.08108728,0.086973483,6
0.18,75.827,5916.97,4990.5,0.579,0.624,0.224592759,0.083189819,0.090917957,6
0.319,76.569,6060.29,5232,0.578,0.687,0.228088109,0.085568367,0.096151971,6
0.35,75.519,6181.765,5020.5,0.53,0.727,0.223141858,0.087584374,0.091568145,6
0.239,73.756,5738.297,4837,0.611,0.742,0.214836868,0.08022455,0.087591162,6
0.283,75.445,6424.948,5223,0.591,0.64,0.222793266,0.091620255,0.095956914,6
0.376,79.983,6155.42,4835,0.479,0.801,0.24417049,0.087147151,0.087547816,6
0.186,71.031,5706.175,4594,0.64,0.756,0.20200017,0.079691451,0.082324639,6
0.193,68.662,5359.93,4711,0.643,0.648,0.190840486,0.073945147,0.084860372,6
0.33,71.5,6016.592,4856,0.607,0.606,0.204209495,0.084843152,0.088002948,6
0.369,71.21,5478.742,4617.5,0.563,0.742,0.202843388,0.075916958,0.082833953,6
0.223,70.655,5360.203,4492.5,0.59,0.669,0.200228941,0.073949677,0.080124836,6
0.225,72.156,5352.606,4494.5,0.597,0.685,0.207299724,0.073823597,0.080168182,6
0.318,70.008,5184.64,4361,0.576,0.722,0.197181108,0.071036022,0.077274845,6
0.344,68.851,5017.066,4241.5,0.583,0.725,0.191730811,0.068254953,0.07468493,6
0.275,71.027,5234.878,4379,0.58,0.724,0.201981327,0.071869775,0.077664958,6
0.271,68.305,5165.944,4353.5,0.594,0.671,0.189158761,0.070725742,0.077112298,6
0.263,70.304,5174.441,4307,0.607,0.754,0.19857548,0.070866759,0.076104507,6
0.315,72.108,5484.237,4296,0.556,0.767,0.20707361,0.076008154,0.075866105,6
0.324,69.717,5096.855,4315.5,0.56,0.709,0.19581029,0.069579137,0.076288727,6
0.315,71.316,5234.553,4310.5,0.553,0.683,0.203342723,0.071864382,0.076180362,6
0.329,66.831,4805.52,4329.5,0.616,0.661,0.182215167,0.064744122,0.076592148,6
0.318,74.016,5624.375,4456.5,0.566,0.75,0.216061654,0.078333893,0.07934461,6
0.373,67.247,4935.914,4346.5,0.619,0.723,0.184174824,0.066908149,0.076960588,6
0.299,69.931,4982.032,4300,0.579,0.742,0.196818383,0.067673527,0.075952796,6
0.272,65.984,4801.123,4300.5,0.63,0.69,0.178225191,0.064671149,0.075963633,6
0.282,71.653,5056.453,4210,0.579,0.791,0.204930234,0.068908622,0.074002232,6
0.339,71.172,5157.827,4340,0.584,0.76,0.20266438,0.070591032,0.076819714,6
0.309,72.149,5163.062,4378,0.57,0.705,0.207266749,0.070677912,0.077643285,6
