r,act_angle,eccentricity,cx,cy,norm_r,angle_90,label,act_r,scale,norm_act_r
227.432,5,0.874,50,97,0.132508582,5,3,109.1283648,0.479828541,0.452418651
227.686,4,0.877,52,96,0.133675856,4,3,109.1787525,0.479514562,0.452859585
227.045,5,0.851,50,96,0.130730098,5,3,108.240473,0.476735771,0.444648871
229.67,7,0.856,48,99,0.142793461,7,3,110.0227249,0.479047002,0.460245035
232.973,6,0.856,50,100,0.15797262,6,3,111.8033989,0.479898524,0.475827391
236.452,6,0.845,49,103,0.173960598,6,3,114.061387,0.482387068,0.495586636
234.755,5,0.856,49,102,0.16616192,5,3,113.1591799,0.482030968,0.487691585
225.574,5,0.876,49,97,0.123970019,5,3,108.6738239,0.481765735,0.448441046
225.7,3,0.891,48,97,0.12454906,3,3,108.2266141,0.479515348,0.444527594
242.951,174,0.898,53,103,0.203827188,6,3,115.8360911,0.476787875,0.511116751
235.016,10,0.889,48,103,0.167361363,10,3,113.6353818,0.483521896,0.491858742
242.204,178,0.881,52,106,0.2003943,2,3,118.0677771,0.487472449,0.530645832
232.515,10,0.912,47,105,0.15586785,10,3,115.0391238,0.49476001,0.504142634
238.867,12,0.903,49,106,0.185058892,12,3,116.7775663,0.488881119,0.51935543
234.126,12,0.913,49,103,0.163271308,12,3,114.061387,0.487179497,0.495586636
239.019,12,0.903,49,106,0.185757418,12,3,116.7775663,0.488570224,0.51935543
236.207,12,0.917,51,104,0.172834684,12,3,115.8317746,0.49038248,0.511078978
238.965,12,0.899,51,104,0.185509258,12,3,115.8317746,0.484722761,0.511078978
240.194,12,0.899,50,105,0.19115721,12,3,116.2970335,0.484179594,0.515150374
239.942,13,0.909,49,106,0.189999127,13,3,116.7775663,0.48669081,0.51935543
236.591,11,0.906,50,104,0.174599381,11,3,115.3949739,0.487740336,0.507256614
242.659,177,0.869,53,108,0.202485283,3,3,120.3037822,0.495773007,0.550212707
256.599,178,0.791,53,113,0.266547488,2,3,124.8118584,0.486408203,0.589662067
245.927,176,0.86,54,107,0.217503596,4,3,119.8540779,0.487356321,0.546277427
240.294,177,0.89,54,105,0.191616766,3,3,118.0720119,0.491364794,0.53068289
242.72,2,0.855,47,110,0.202765612,2,3,119.6202324,0.492832203,0.544231087
230.838,4,0.887,44,105,0.148161084,4,3,113.8463877,0.493187377,0.493705217
235.675,6,0.877,40,110,0.170389842,6,3,117.0469991,0.496645801,0.521713188
231.462,6,0.903,42,108,0.151028718,6,3,115.8792475,0.500640483,0.511494405
221.291,5,0.921,44,102,0.104287205,5,3,111.0855526,0.50198857,0.469545648
228.586,7,0.909,44,106,0.137811867,7,3,114.7693339,0.502083828,0.501781751
226.778,6,0.914,45,104,0.129503081,6,3,113.3181362,0.499687519,0.489082583
223.328,8,0.921,46,102,0.113648375,8,3,111.8928058,0.501024528,0.476609775
227.492,9,0.914,45,104,0.132784316,9,3,113.3181362,0.498119214,0.489082583
228.512,9,0.913,45,105,0.137471795,9,3,114.2365966,0.499915088,0.497119864
229.037,8,0.91,48,104,0.139884467,8,3,114.5425685,0.500105086,0.499797369
234.348,10,0.903,44,109,0.164291524,10,3,117.5457358,0.501586255,0.526077542
233.978,10,0.908,48,107,0.162591165,10,3,117.2731853,0.501214581,0.523692503
227.95,10,0.917,49,102,0.134889086,10,3,113.1591799,0.496421057,0.487691585
234.427,10,0.913,50,106,0.164654574,10,3,117.2006826,0.499945325,0.523058044
232.943,11,0.92,52,104,0.157834753,11,3,116.2755348,0.499158742,0.514962244
232.083,6,0.905,37,94,0.153882565,6,3,101.0198,0.435274449,0.381462068
228.551,5,0.91,36,91,0.137651022,5,3,97.86214794,0.428185166,0.353830025
233.497,6,0.891,34,94,0.160380697,6,3,99.959992,0.428099684,0.372187879
232.787,6,0.891,34,95,0.157117844,6,3,100.9009415,0.433447493,0.380421958
231.499,5,0.891,35,94,0.151198754,5,3,100.3045363,0.433282806,0.375202924
233.337,6,0.888,36,95,0.159645406,6,3,101.5923225,0.435388826,0.386472108
232.483,5,0.883,36,94,0.155720792,5,3,100.6578363,0.432968588,0.378294588
233.513,3,0.893,41,94,0.160454226,3,3,102.5524256,0.439172233,0.394873797
240.584,4,0.848,38,99,0.192949481,4,3,106.0424443,0.440770975,0.425414319
232.046,1,0.898,42,94,0.153712529,1,3,102.9563014,0.443689188,0.398408041
236.032,1,0.891,44,96,0.172030459,1,3,105.6030303,0.447409801,0.421569086
229.687,1,0.905,43,93,0.142871586,1,3,102.4597482,0.446084229,0.394062793
231.06,6,0.906,38,100,0.1491813,6,3,106.976633,0.462982052,0.433589235
226.356,5,0.916,39,97,0.127563752,5,3,104.5466403,0.461868209,0.412324809
227.007,6,0.912,38,99,0.130555466,6,3,106.0424443,0.467132927,0.425414319
222.598,0,0.913,46,94,0.110293611,0,3,104.6518036,0.470138113,0.413245074
221.819,177,0.915,51,91,0.106713664,3,3,104.3168251,0.470279034,0.410313738
230.303,179,0.9,48,98,0.145702455,1,3,109.1237829,0.473827015,0.452378556
229.435,179,0.901,48,98,0.141713503,1,3,109.1237829,0.4756196,0.452378556
228.199,179,0.908,48,97,0.136033382,1,3,108.2266141,0.474264191,0.444527594
230.223,1,0.894,47,99,0.14533481,1,3,109.5901455,0.476017364,0.456459611
228.303,1,0.902,45,99,0.136511321,1,3,108.7474138,0.476329324,0.449085018
233.071,4,0.884,42,103,0.158422985,4,3,111.2339876,0.477253659,0.470844576
227.164,2,0.908,44,98,0.13127697,2,3,107.424392,0.472893557,0.437507494
226.543,3,0.906,43,98,0.128423123,3,3,107.01869,0.472399015,0.433957268
227.922,4,0.901,42,100,0.13476041,4,3,108.4619749,0.475873215,0.446587194
229.565,5,0.895,39,101,0.142310927,5,3,108.2681855,0.471623225,0.444891378
236.964,6,0.868,37,105,0.176313528,6,3,111.3283432,0.469811208,0.471670264
231.285,6,0.886,38,102,0.150215302,6,3,108.8485186,0.470625067,0.449969768
232.065,5,0.886,37,102,0.153799845,5,3,108.5034562,0.467556315,0.446950189
227.243,5,0.925,41,99,0.13164002,5,3,107.1540946,0.471539694,0.43514217
231.996,6,0.912,40,101,0.153482751,6,3,108.6324077,0.46825121,0.44807862
231.101,4,0.889,40,103,0.149369718,4,3,110.4943437,0.478121444,0.464372086
227.65,3,0.91,41,100,0.133510416,3,3,108.078675,0.474758072,0.443233006
232.888,5,0.892,39,103,0.157581996,5,3,110.1362792,0.472915218,0.461238728
227.714,3,0.903,42,99,0.133804532,3,3,107.54069,0.472262092,0.438525196
234.938,2,0.879,44,102,0.167002909,2,3,111.0855526,0.472829226,0.469545648
232.404,5,0.907,36,89,0.155357742,5,3,96.00520819,0.413096195,0.337580281
231.575,3,0.903,37,92,0.151548017,3,3,99.16148446,0.428204618,0.365200284
230.993,2,0.903,40,92,0.148873397,2,3,100.3194896,0.434296665,0.375333778
229.462,2,0.905,41,92,0.141837583,2,3,100.7223908,0.4389502,0.378859493
234.829,2,0.887,39,95,0.166501992,2,3,102.6937194,0.437312765,0.396110233
239.893,1,0.88,42,97,0.189773944,1,3,105.7024125,0.440623163,0.422438762
238.852,0,0.892,43,96,0.184989959,0,3,105.1903037,0.44039951,0.417957391
231.768,0,0.906,44,92,0.152434961,0,3,101.9803903,0.440010658,0.389868019
238.833,0,0.888,44,96,0.184902643,0,3,105.6030303,0.442162642,0.421569086
232.898,179,0.906,45,93,0.157627952,1,3,103.3150521,0.443606438,0.401547404
233.501,179,0.896,44,93,0.160399079,1,3,102.8834292,0.440612371,0.397770349
229.673,3,0.903,39,95,0.142807248,3,3,102.6937194,0.447130134,0.396110233
237.783,8,0.827,43,100,0.180077297,8,3,108.853112,0.457783408,0.450009964
231.055,4,0.933,42,98,0.149158322,4,3,106.6208235,0.461452137,0.430475611
233.77,8,0.851,37,94,0.161635287,8,3,101.0198,0.432133294,0.381462068
232.758,3,0.888,47,96,0.156984573,3,3,106.8877916,0.459222848,0.432811801
241.579,8,0.804,48,99,0.19752207,8,3,110.0227249,0.45543166,0.460245035
251.422,23,0.716,36,109,0.242756237,23,3,114.7911146,0.456567503,0.501972351
249.248,21,0.734,37,108,0.232765474,21,3,114.1621654,0.458026405,0.49646853
242.748,11,0.782,45,101,0.202894288,11,3,110.571244,0.455498064,0.465045026
250.881,25,0.729,34,110,0.240270036,25,3,115.1347037,0.458921575,0.504979037
249.781,23,0.736,35,109,0.235214912,23,3,114.4814395,0.458327253,0.49926244
248.832,21,0.763,34,109,0.230853719,21,3,114.179683,0.458862538,0.496621823
229.326,4,0.882,47,94,0.141212586,4,3,105.0951949,0.458278586,0.417125111
230.336,3,0.881,47,94,0.145854109,3,3,105.0951949,0.456269081,0.417125111
225.344,3,0.897,48,91,0.122913038,3,3,102.8834292,0.456561653,0.397770349
221.007,2,0.909,48,89,0.102982064,2,3,101.1187421,0.457536377,0.382327891
232.988,7,0.862,43,97,0.158041553,7,3,106.1037228,0.455404239,0.425950556
238.058,8,0.836,42,101,0.181341078,8,3,109.3846424,0.459487362,0.45466129
227.706,5,0.923,42,95,0.133767768,5,3,103.8701112,0.456158868,0.406404625
223.499,4,0.924,42,93,0.114434217,4,3,102.0441081,0.456575233,0.390425602
226.564,4,0.926,42,95,0.12851963,4,3,103.8701112,0.458458145,0.406404625
223.8,2,0.899,44,93,0.115817482,2,3,102.8834292,0.45971148,0.397770349
224.81,2,0.92,46,101,0.120459005,2,3,110.9819805,0.493670124,0.468639307
232.385,4,0.905,36,88,0.155270426,4,3,95.07891459,0.40914394,0.329474453
231.49,3,0.907,37,88,0.151157394,3,3,95.46203434,0.412380813,0.332827065
229.477,5,0.907,36,87,0.141906517,5,3,94.15412896,0.410298762,0.321381822
231.286,5,0.906,35,88,0.150219898,5,3,94.70480452,0.409470545,0.326200684
231.057,1,0.909,43,92,0.149167513,1,3,101.5529419,0.439514673,0.386127495
227.746,2,0.91,41,94,0.13395159,2,3,102.5524256,0.450292983,0.394873797
234.441,11,0.828,43,96,0.164718912,11,3,105.1903037,0.448685613,0.417957391
233.485,0,0.866,53,90,0.16032555,0,3,104.4461584,0.447335625,0.41144551
265.891,24,0.777,33,58,0.309249498,24,4,66.73080248,0.25097052,0.081405251
272.011,16,0.752,39,57,0.337374369,16,4,69.0651866,0.253905859,0.101833025
269.956,21,0.779,37,59,0.327930478,21,4,69.64194139,0.257975157,0.106880101
269.438,17,0.779,38,59,0.325549974,17,4,70.17834424,0.26046194,0.111574066
270.969,11,0.759,40,59,0.332585788,11,4,71.28113355,0.263060105,0.121224376
271.931,17,0.768,38,60,0.337006723,17,4,71.02112362,0.261173326,0.118949076
272.12,18,0.768,38,60,0.337875285,18,4,71.02112362,0.260991929,0.118949076
273.088,18,0.767,39,60,0.342323794,18,4,71.56116265,0.262044332,0.12367486
271.662,15,0.746,40,59,0.335770516,15,4,71.28113355,0.262389048,0.121224376
270.764,22,0.774,37,60,0.331643696,22,4,70.49113419,0.260341604,0.114311234
269.149,19,0.767,38,59,0.324221856,19,4,70.17834424,0.260741612,0.111574066
270.468,24,0.764,36,60,0.330283409,24,4,69.97142274,0.258704996,0.109763333
270.919,21,0.762,37,59,0.332356009,21,4,69.64194139,0.257058166,0.106880101
269.819,21,0.765,37,58,0.327300886,21,4,68.79680225,0.254973898,0.099484442
269.604,23,0.76,36,58,0.326312839,23,4,68.26419266,0.253201706,0.094823671
268.499,26,0.77,35,58,0.321234737,26,4,67.74215822,0.252299481,0.090255442
267.437,26,0.765,34,58,0.316354245,26,4,67.23094526,0.251389842,0.08578191
268.273,30,0.767,33,59,0.320196139,30,4,67.60177512,0.25198874,0.089026975
268.384,29,0.765,34,58,0.320706247,29,4,67.23094526,0.250502807,0.08578191
264.616,30,0.762,33,58,0.30339015,30,4,66.73080248,0.252179772,0.081405251
264.08,28,0.775,32,58,0.300926926,28,4,66.24198065,0.250840581,0.07712766
265.27,28,0.768,33,58,0.306395651,28,4,66.73080248,0.251558045,0.081405251
265.004,28,0.769,32,58,0.30517323,28,4,66.24198065,0.249965965,0.07712766
264.259,28,0.779,33,58,0.301749532,28,4,66.73080248,0.252520453,0.081405251
268.038,29,0.761,34,57,0.319116181,29,4,66.37017402,0.247614794,0.078249457
268.842,27,0.771,35,58,0.322811016,27,4,67.74215822,0.251977586,0.090255442
270.694,29,0.757,35,59,0.331322007,29,4,68.60029154,0.253423761,0.097764812
270.077,23,0.774,37,59,0.328486542,23,4,69.64194139,0.257859579,0.106880101
271.183,21,0.764,39,59,0.333569239,21,4,70.72481884,0.260801078,0.116356166
271.095,19,0.77,39,60,0.333164829,19,4,71.56116265,0.263970795,0.12367486
273.616,18,0.768,39,61,0.344750254,18,4,72.40165744,0.264610467,0.131029877
272.485,18,0.769,40,61,0.339552667,18,4,72.9451849,0.267703488,0.135786188
272.941,17,0.764,40,61,0.341648246,17,4,72.9451849,0.267256238,0.135786188
275.062,16,0.756,41,61,0.351395444,16,4,73.4982993,0.2672063,0.140626392
272.904,12,0.757,41,60,0.34147821,12,4,72.6704892,0.266285907,0.133382376
275.832,12,0.731,42,61,0.354934031,12,4,74.06078585,0.268499615,0.14554861
276.088,17,0.749,41,62,0.356110496,17,4,74.33034374,0.269226999,0.147907462
270.907,22,0.766,38,62,0.332300863,22,4,72.71863585,0.268426566,0.133803698
276.34,17,0.73,40,61,0.357268579,17,4,72.9451849,0.263968969,0.135786188
267.758,20,0.77,37,61,0.317829422,20,4,71.34423593,0.266450436,0.121776573
268.029,26,0.773,36,62,0.31907482,26,4,71.69379332,0.26748521,0.124835487
267.149,23,0.778,36,61,0.315030721,23,4,70.83078427,0.265135876,0.11728345
267.421,24,0.764,36,61,0.316280716,24,4,70.83078427,0.264866201,0.11728345
268.809,24,0.766,36,61,0.322659363,24,4,70.83078427,0.263498559,0.11728345
266.513,24,0.759,35,60,0.312107941,24,4,69.46221995,0.260633515,0.105307392
266.528,25,0.776,35,60,0.312176874,25,4,69.46221995,0.260618847,0.105307392
266.647,24,0.776,35,60,0.312723747,24,4,69.46221995,0.260502537,0.105307392
265.055,25,0.782,34,59,0.305407604,25,4,68.09552114,0.25691091,0.093347658
263.747,24,0.782,35,59,0.299396602,24,4,68.60029154,0.260098851,0.097764812
266.622,26,0.778,35,60,0.312608857,26,4,69.46221995,0.260526963,0.105307392
268.454,26,0.78,37,60,0.321027936,26,4,70.49113419,0.262581799,0.114311234
271.017,22,0.753,38,60,0.332806375,22,4,71.02112362,0.262054128,0.118949076
270.992,20,0.757,39,60,0.332691486,20,4,71.56116265,0.264071126,0.12367486
273.719,20,0.772,40,60,0.345223597,20,4,72.11102551,0.263449105,0.12848661
273.038,18,0.755,40,61,0.342094016,18,4,72.9451849,0.267161292,0.135786188
277.688,12,0.741,42,61,0.363463403,12,4,74.06078585,0.266705028,0.14554861
272.143,14,0.747,42,60,0.337980984,14,4,73.23933369,0.26912077,0.138360231
272.877,13,0.758,41,61,0.34135413,13,4,73.4982993,0.269345893,0.140626392
276.833,16,0.765,40,63,0.359534193,16,4,74.62573283,0.269569498,0.150492359
277.207,12,0.75,43,62,0.361252935,12,4,75.45197148,0.272186386,0.157722624
273.865,12,0.758,42,61,0.34589455,12,4,74.06078585,0.270428079,0.14554861
271.043,15,0.76,40,61,0.33292586,15,4,72.9451849,0.269127721,0.135786188
273.355,17,0.765,39,63,0.343550811,17,4,74.09453421,0.271056078,0.145843936
269.556,12,0.772,40,60,0.326092251,12,4,72.11102551,0.26751779,0.12848661
272.65,28,0.757,35,55,0.340310936,28,4,65.19202405,0.239105168,0.06793968
282.16,25,0.74,33,47,0.384014779,25,4,57.42821606,0.203530678,0
280.128,22,0.747,32,49,0.374676587,22,4,58.52349955,0.208916993,0.009584628
277.745,18,0.746,32,49,0.363725351,18,4,58.52349955,0.210709462,0.009584628
276.498,21,0.743,31,50,0.357994678,21,4,58.83026432,0.212769222,0.012269071
275.396,17,0.761,32,50,0.352930363,17,4,59.36328832,0.215556102,0.016933467
277.687,18,0.755,33,50,0.363458808,18,4,59.9082632,0.215740251,0.021702444
276.204,19,0.755,33,51,0.356643582,19,4,60.74537019,0.219929365,0.029027816
279.129,20,0.749,34,52,0.370085615,20,4,62.12889827,0.222581309,0.04113482
279.889,20,0.739,35,51,0.373578246,20,4,61.85466838,0.220997139,0.038735084
280.365,16,0.733,35,52,0.375765736,16,4,62.68173578,0.2235719,0.045972601
279.775,16,0.747,35,53,0.373054352,16,4,63.51377803,0.227017346,0.053253652
279.643,15,0.748,36,52,0.372447737,15,4,63.2455532,0.226165337,0.050906465
282.424,13,0.748,36,53,0.385228009,13,4,64.07027392,0.226858461,0.058123447
283.433,15,0.728,36,52,0.389864936,15,4,63.2455532,0.223141106,0.050906465
282.545,16,0.735,36,52,0.385784073,16,4,63.2455532,0.223842408,0.050906465
279.739,19,0.751,34,53,0.372888911,19,4,62.96824597,0.225096415,0.0484798
283.11,17,0.735,36,52,0.388380568,17,4,63.2455532,0.223395688,0.050906465
278.317,20,0.732,35,52,0.366354015,20,4,62.68173578,0.225217057,0.045972601
274.411,19,0.755,34,53,0.34840373,19,4,62.96824597,0.229466916,0.0484798
272.633,20,0.758,34,52,0.340232811,20,4,62.12889827,0.227884732,0.04113482
270.64,26,0.771,31,55,0.331073846,26,4,63.13477647,0.233279547,0.049937078
268.279,27,0.784,31,54,0.320223712,27,4,62.2655603,0.232092561,0.042330725
268.971,26,0.786,31,55,0.323403845,26,4,63.13477647,0.234727076,0.049937078
266.27,25,0.789,30,55,0.310991218,25,4,62.64982043,0.235286816,0.045693315
264.788,29,0.791,29,55,0.304180587,29,4,62.17716623,0.234818671,0.041557204
265.14,27,0.777,30,55,0.305798227,27,4,62.64982043,0.236289584,0.045693315
269.149,26,0.777,32,55,0.324221856,26,4,63.63175308,0.236418315,0.05428603
270.962,24,0.763,33,55,0.332553619,24,4,64.14047084,0.236713897,0.058737728
272.465,25,0.779,33,55,0.339460756,25,4,64.14047084,0.235408111,0.058737728
270.025,21,0.796,34,55,0.328247572,21,4,64.66065264,0.239461726,0.063289744
274.357,21,0.77,35,55,0.348155569,21,4,65.19202405,0.237617499,0.06793968
275.404,17,0.77,35,54,0.352967128,17,4,64.35060217,0.233658924,0.060576549
277.335,15,0.762,35,54,0.361841168,15,4,64.35060217,0.232032027,0.060576549
280.095,12,0.746,36,55,0.374524933,12,4,65.73431372,0.234685781,0.072685158
280.995,9,0.746,37,54,0.378660944,9,4,65.4599114,0.232957566,0.070283913
282.161,6,0.752,38,55,0.384019375,6,4,66.85057965,0.236923528,0.0824534
278.094,10,0.752,37,56,0.365329203,10,4,67.11929678,0.24135471,0.084804895
281.566,10,0.748,37,55,0.381285012,10,4,66.28725368,0.235423502,0.077523836
281.139,9,0.757,36,55,0.379322705,9,4,65.73431372,0.233814283,0.072685158
278.376,11,0.746,36,55,0.366625153,11,4,65.73431372,0.236134989,0.072685158
276.863,11,0.751,37,56,0.35967206,11,4,67.11929678,0.242427832,0.084804895
272.796,15,0.757,36,57,0.340981889,15,4,67.41661516,0.247131978,0.087406674
270.806,20,0.775,34,58,0.33183671,20,4,67.23094526,0.248262392,0.08578191
266.773,23,0.791,33,57,0.313302788,23,4,65.8634952,0.24688966,0.073815602
267.691,26,0.788,32,58,0.317521519,26,4,66.24198065,0.247456884,0.07712766
267.952,24,0.776,32,56,0.318720962,24,4,64.49806199,0.240707522,0.061866943
266.379,27,0.79,30,57,0.311492135,27,4,64.41273166,0.241808595,0.061120233
266.839,26,0.787,30,56,0.313606096,26,4,63.5295207,0.238081842,0.053391413
271.45,32,0.771,31,54,0.334796256,32,4,62.2655603,0.229381324,0.042330725
275.727,15,0.781,34,54,0.354451496,15,4,63.81222453,0.231432629,0.055865304
261.685,15,0.814,37,65,0.289920543,15,4,74.79304781,0.285813279,0.151956502
263.024,14,0.808,37,64,0.296074007,14,4,73.92563831,0.281060429,0.144365958
266.15,15,0.799,37,65,0.31043975,15,4,74.79304781,0.281018402,0.151956502
261.602,16,0.81,37,64,0.289539111,16,4,73.92563831,0.2825882,0.144365958
264.178,15,0.798,38,64,0.301377291,15,4,74.43117626,0.281746308,0.14878983
263.786,14,0.803,38,64,0.299575829,14,4,74.43117626,0.282164998,0.14878983
264.074,17,0.807,36,65,0.300899352,17,4,74.30343195,0.281373524,0.147671962
264.406,14,0.799,38,65,0.302425081,14,4,75.29276194,0.284761926,0.15632941
263.508,13,0.797,38,64,0.298298261,13,4,74.43117626,0.282462681,0.14878983
260.84,16,0.806,36,64,0.286037288,16,4,73.430239,0.281514488,0.140030809
263.301,14,0.815,37,63,0.297346979,14,4,73.06161783,0.277483252,0.136805071
264.377,22,0.804,33,58,0.302291809,22,4,66.73080248,0.252407745,0.081405251
265.414,17,0.793,34,55,0.307057412,17,4,64.66065264,0.243621861,0.063289744
259.785,25,0.81,30,55,0.281188965,25,4,62.64982043,0.241160269,0.045693315
276.715,2,0.777,37,57,0.358991916,2,4,67.95586803,0.245580717,0.092125578
277.953,178,0.753,37,55,0.364681228,2,4,66.28725368,0.238483678,0.077523836
266.35,4,0.801,35,57,0.311358863,4,4,66.88796603,0.251128087,0.082780561
271.619,1,0.794,35,56,0.335572906,1,4,66.03786792,0.243126835,0.075341506
270.3,4,0.794,36,58,0.329511353,4,4,68.26419266,0.252549732,0.094823671
271.823,3,0.782,36,58,0.336510402,3,4,68.26419266,0.251134719,0.094823671
268.785,5,0.808,36,57,0.322549069,5,4,67.41661516,0.250819857,0.087406674
269.219,5,0.799,36,58,0.324543545,5,4,68.26419266,0.2535638,0.094823671
271.732,5,0.772,35,58,0.336092205,5,4,67.74215822,0.249297684,0.090255442
271.639,5,0.799,36,58,0.335664818,5,4,68.26419266,0.25130483,0.094823671
261.976,24,0.819,29,55,0.291257853,24,4,62.17716623,0.237339169,0.041557204
260.136,23,0.816,28,53,0.282802009,23,4,59.94163828,0.230424233,0.021994503
262.484,22,0.808,29,53,0.293592401,22,4,60.41522987,0.230167286,0.026138818
262.235,23,0.805,29,53,0.292448105,23,4,60.41522987,0.230385837,0.026138818
262.276,24,0.814,29,53,0.292636523,24,4,60.41522987,0.230349822,0.026138818
264.313,22,0.808,29,54,0.301997693,22,4,61.29437168,0.231900707,0.033832029
266.009,23,0.819,29,54,0.309791775,23,4,61.29437168,0.230422172,0.033832029
264.908,24,0.808,29,53,0.304732055,24,4,60.41522987,0.228061175,0.026138818
264.998,24,0.814,30,53,0.305145656,24,4,60.90155991,0.229818942,0.030394604
263.451,25,0.815,29,54,0.298036314,25,4,61.29437168,0.232659476,0.033832029
264.408,25,0.812,29,53,0.302434272,25,4,60.41522987,0.228492443,0.026138818
373.12,46,0.679,121,103,0.802027564,46,5,158.9024858,0.425875016,0.887982982
402.944,58,0.738,120,98,0.939085758,58,5,154.9322433,0.384500683,0.853240108
404.88,58,0.743,122,99,0.947982776,58,5,157.1146079,0.388052282,0.872337585
393.428,54,0.742,123,107,0.895354341,54,5,163.027605,0.41437723,0.924081154
393.666,53,0.716,121,100,0.896448086,53,5,156.9745202,0.398750515,0.871111704
406.465,59,0.745,122,98,0.95526675,59,5,156.4864211,0.384993594,0.866840437
399.46,57,0.727,118,100,0.923074802,57,5,154.6738504,0.387207356,0.850978959
402.212,58,0.723,119,100,0.935721803,58,5,155.4380906,0.386458113,0.857666686
400.471,58,0.719,120,99,0.92772092,58,5,155.5667059,0.388459354,0.858792176
399.105,55,0.735,122,103,0.921443376,55,5,159.6652749,0.400058318,0.894658011
398.723,56,0.729,121,101,0.919687869,56,5,157.6134512,0.395295609,0.876702873
406.346,58,0.741,122,98,0.954719877,58,5,156.4864211,0.385106341,0.866840437
398.692,56,0.717,119,101,0.919545407,56,5,156.0833111,0.391488445,0.863312894
401.189,57,0.733,121,100,0.931020538,57,5,156.9745202,0.391273241,0.871111704
399.504,54,0.734,120,103,0.923277007,54,5,158.1423409,0.395846702,0.881331092
391.293,54,0.716,121,103,0.885542805,54,5,158.9024858,0.406095907,0.887982982
402.013,57,0.758,122,103,0.934807285,57,5,159.6652749,0.397164457,0.894658011
401.26,57,0.725,120,100,0.931346823,57,5,156.2049935,0.389286232,0.864377715
401.737,59,0.737,122,99,0.933538908,59,5,157.1146079,0.391088219,0.872337585
399.126,56,0.724,120,99,0.921539883,56,5,155.5667059,0.389768409,0.858792176
395.233,53,0.727,121,105,0.90364934,53,5,160.2061172,0.405346004,0.899390825
396.782,55,0.753,123,107,0.910767873,55,5,163.027605,0.410874498,0.924081154
405.983,57,0.74,123,103,0.953051686,57,5,160.4306704,0.395165981,0.901355849
403.137,57,0.731,120,99,0.939972702,57,5,155.5667059,0.385890419,0.858792176
401.392,56,0.718,119,100,0.931953438,56,5,155.4380906,0.387247605,0.857666686
403.853,57,0.741,123,102,0.943263128,57,5,159.7904878,0.395664977,0.895753727
401.248,56,0.761,123,109,0.931291676,56,5,164.3471935,0.409590063,0.935628634
397.657,55,0.762,124,108,0.914788995,55,5,164.4384383,0.413518279,0.936427101
386.129,49,0.717,120,112,0.861811297,49,5,164.1462762,0.425107351,0.933870444
374.118,43,0.67,118,112,0.80661394,43,5,162.6898891,0.434862501,0.921125863
375.963,45,0.69,120,114,0.815092762,45,5,165.5173707,0.440249095,0.945868643
373.84,46,0.69,119,116,0.805336373,46,5,166.1836334,0.44453144,0.951698988
373.181,44,0.686,119,116,0.802307894,44,5,166.1836334,0.445316437,0.951698988
374.873,46,0.697,120,116,0.810083593,46,5,166.9011684,0.445220564,0.957978007
374.598,45,0.697,119,117,0.808819812,45,5,166.8831927,0.445499423,0.957820705
374.186,43,0.677,119,116,0.806926439,43,5,166.1836334,0.444120393,0.951698988
374.112,43,0.678,118,116,0.806586367,43,5,165.4690303,0.442298109,0.945445626
373.575,45,0.696,119,113,0.804118547,45,5,164.1036258,0.439278929,0.933497217
377.962,45,0.698,120,112,0.8242793,45,5,164.1462762,0.434293067,0.933870444
376.781,48,0.692,120,108,0.818851935,48,5,161.4434886,0.428480971,0.910218838
375.242,47,0.686,119,108,0.811779358,47,5,160.7015868,0.428261194,0.90372659
378.355,45,0.686,118,108,0.826085358,45,5,159.9624956,0.422784146,0.897258936
380.729,50,0.695,119,107,0.836995234,50,5,160.0312469,0.420328493,0.897860567
383.73,49,0.7,119,108,0.850786531,49,5,160.7015868,0.418788176,0.90372659
377.21,43,0.656,116,106,0.820823434,43,5,157.136883,0.416576663,0.872532511
379.808,48,0.698,117,107,0.832762717,48,5,158.5496768,0.417446912,0.884895614
374.906,46,0.67,115,107,0.810235247,46,5,157.0795977,0.418983952,0.872031218
374.021,46,0.664,114,104,0.80616817,46,5,154.3113735,0.412574089,0.847806989
370.997,46,0.68,113,105,0.792271175,46,5,154.2530389,0.415779747,0.847296513
366.002,43,0.634,109,102,0.769316317,43,5,149.2816131,0.407871031,0.803792465
366.312,41,0.638,106,101,0.770740943,41,5,146.4137972,0.399696972,0.778696726
362.884,41,0.639,104,99,0.754987339,41,5,143.586211,0.395680744,0.753953032
361.773,38,0.625,101,97,0.749881664,38,5,140.0357097,0.387081705,0.722883237
360.626,37,0.602,100,94,0.744610549,37,5,137.2443077,0.380572415,0.698456183
360.072,35,0.572,99,92,0.742064604,35,5,135.1480669,0.37533623,0.680112359
363.648,37,0.609,102,94,0.758498352,37,5,138.7083271,0.381435694,0.711267551
369.089,41,0.65,104,97,0.783502833,41,5,142.2146265,0.385312557,0.741950544
368.008,40,0.622,106,98,0.778535025,40,5,144.3606595,0.392275873,0.76073009
371.854,43,0.646,110,102,0.796209576,43,5,150.0133327,0.403419979,0.810195611
369.929,42,0.655,113,104,0.78736311,42,5,153.5740864,0.415144761,0.841355122
374.192,43,0.676,116,108,0.806954012,43,5,158.492902,0.42356037,0.884398789
370.473,45,0.677,117,109,0.789863098,45,5,159.9062225,0.431627197,0.896766501
